Index,AO-A12D,C8-A131,AO-A12B,E2-A10A.notinstudy,BH-A18Q,C8-A130,C8-A138,E2-A154,BH-A0BZ.notinstudy,A8-A09I.notinstudy,C8-A12L,A2-A0EX,AO-A12D.REP2,AN-A04A.REP1,BH-A0AV.REP1,AO-A12D.REP1,AN-A04A,BH-A0AV,A2-A0D0.notinstudy,BH-A0HK.notinstudy,C8-A12T,A8-A06Z,A2-A0D1.notinstudy,A2-A0CM,BH-A18U,A2-A0YI.notinstudy,A2-A0EQ,AR-A0TY.notinstudy,AR-A0U4,BH-A0HP.notinstudy,BH-A0EE.notinstudy,AO-A0J9,BH-A0E0.notinstudy,AR-A1AP,AN-A0FK,AO-A0J6,BH-A18V.notinstudy,A7-A13F,BH-A0E1,A7-A0CE,BH-A0C0.notinstudy,A2-A0YC,AO-A0JC,A8-A08Z,AR-A0TX,D8-A13Y.notinstudy,A8-A076,AO-A126,C8-A12P.notinstudy,BH-A0C1,A2-A0EY,AR-A1AW,AR-A1AV,C8-A135,A2-A0EV,AN-A0AM,D8-A142,AN-A0FL,BH-A0DG,AN-A0AS.notinstudy,AR-A0TV,C8-A12Z,AO-A0JJ,AO-A0JE,A2-A0T2.notinstudy,AN-A0AJ,A7-A0CJ,AO-A12F,A2-A0YL.notinstudy,A2-A0T7.notinstudy,C8-A12Q.notinstudy,A8-A079,E2-A159.notinstudy,A2-A0T3,A2-A0YD,AR-A0TR,AO-A03O,BH-A18R.notinstudy,AO-A12E,A8-A06N,A2-A0T1.notinstudy,A2-A0YG,E2-A150.notinstudy,BH-A18N,A7-A0CD.notinstudy,C8-A12W.notinstudy,AN-A0AL,A2-A0T6,E2-A158,E2-A15A,AO-A0JM,C8-A12V,A8-A08G.notinstudy,A2-A0D2,C8-A12U,AR-A1AS,A8-A09G,C8-A131.REP1,C8-A134,A2-A0YF,BH-A0DD,BH-A0E9,AR-A0TT,AR-A1AQ.notinstudy,AO-A12B.REP1,A2-A0SW,AO-A0JL,BH-A0BV,A2-A0YM,BH-A0C7,A2-A0SX
AATF,0.718541094,0.718924171,0.737636387,0.660078623,0.912533733,1.632461644,0.595013279,0.794785709,0.853536901,0.729741591,1.136393472,0.882956422,0.709375701,0.874296351,0.710347744,0.735241537,0.942105854,0.741835635,0.72969069,0.544107435,0.968244175,0.55131936,0.820342731,1.611865148,1.031670557,0.411144067,1.131581062,0.455943026,0.993012246,0.310544607,0.599045216,0.471608869,0.657001873,0.82113237,0.716970358,0.194963613,1.037546361,0.885274783,0.654371597,1.352815876,0.97586021,0.917297341,0.775642387,0.902282105,0.654964264,0.576960152,0.926099651,1.012580394,0.735627487,3.812562458,0.912263328,1.296475067,0.527865213,0.960851049,0.610325695,1.091312317,0.926724881,0.673319367,0.785069496,0.592954025,1.03591057,0.806605841,0.865760865,0.981906415,1.193968365,0.9779223,0.772336613,1.784694775,0.557397299,0.52810752,0.8057551,0.964317711,0.457574108,1.000848137,0.517235689,1.127900702,1.256569731,0.68829139,0.682534229,0.756128578,0.564724312,0.732618812,0.679369229,0.856523938,0.347708449,0.539676367,1.080855202,0.53696553,2.331294221,1.090873146,0.979280456,1.312010035,0.677293377,0.92785216,0.738971453,0.863534136,0.76810659,0.712992231,0.786126006,0.793490717,1.235452513,0.586129197,0.781447621,0.977624662,0.834081269,0.920575314,0.98300517,0.920983315,0.540688745,0.681505324,1.097832617
ABAT,0.383675796,0.508886811,2.355484568,0.89865197,0.432365602,0.529507982,0.963646466,2.466691435,0.514598212,0.210408231,0.223731337,0.430556543,0.217683519,0.819470258,0.290384992,0.27301735,0.777526179,0.313409582,0.132162365,0.205427464,0.93011312,0.395678256,0.22162267,0.355123714,0.593723733,0.307929102,0.407749915,1.378181886,0.383420428,0.573702484,0.218560994,1.565754102,0.231224279,1.607547583,1.397498502,0.202967138,0.241503746,0.866825934,0.540053601,0.458843871,1.223848497,2.465325767,2.290501334,0.886587088,0.419167813,0.210300411,0.656483378,0.788233585,0.129176899,0.711121772,1.173435847,1.438523617,0.547942211,0.360676881,0.589569303,0.860668543,0.355546168,0.285126444,0.896975631,0.18774084,0.326511692,0.439644483,1.019300573,0.69261656,0.226262474,0.321701998,0.728955305,0.304369945,0.448830252,0.14676898,0.242854395,0.359907078,0.160231117,0.560906071,1.331950411,2.377741358,0.838421134,0.297938374,2.494365556,0.578614413,0.245885467,0.541733183,0.242930289,3.00131992,0.320396837,0.256430725,0.27395203,0.485440174,0.31571373,0.636552834,1.165238739,0.407943662,1.41783582,0.403569678,1.535707972,4.045168261,0.356626695,0.410392642,0.378461007,1.933075697,0.806930966,0.571391758,0.345912059,0.207889764,2.076443456,0.654514855,0.346471202,1.623719663,0.240564435,0.764300873,0.355192322
ABCA1,0.870176536,1.589633439,0.618168878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.115632799,0.625686382,0.886035987,NA,NA,NA,NA,NA,NA,1.101079991,0.965476722,0.996630095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.258342842,3.353313311,1.464700277,1.432299494,0.772901608,0.75098546,0.864266018,1.013794884,1.167737522,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769033102,1.016735675,0.683640873,NA,NA,NA,NA,NA,NA,1.207941092,0.941436539,0.496927523,1.168169659,0.468564452,0.075004519,NA,NA,NA,0.487315824,0.724528603,1.287268927,0.63812901,0.978558111,0.995040349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABCA12,0.816455861,0.720329855,0.583532579,NA,NA,NA,1.263022188,0.733410584,0.161676629,0.200384498,1.042837082,0.850374319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.434431788,0.561488949,2.869009049,1.454750565,1.263465769,0.397218365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.442244743,1.962646641,2.53005564,NA,NA,NA,0.241647434,2.269743288,0.598311943,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.759669413,0.735376265,3.293752028,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.914603799,0.970613483,0.45089171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.396729161,0.913571293,1.047272049,NA,NA,NA,0.660281751,0.03571563,1.033134817,NA,NA,NA,NA,NA,NA
ABCA2,0.776419768,0.502024117,0.25871844,NA,NA,NA,2.016941884,0.601289502,0.279527867,0.52834482,0.884024814,0.742970616,1.007633805,2.220338297,0.721884435,1.125256424,1.053870146,1.059834568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.820038633,0.532272744,0.981041961,NA,NA,NA,0.67690268,1.245622596,0.96046671,1.076560477,0.205621832,1.183230633,1.010137718,1.159422366,0.189946632,NA,NA,NA,0.049843917,2.599689872,1.469177858,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.529419722,0.182126053,1.206105156,0.779696363,0.203973769,0.285685147,0.950443569,1.584592682,0.142895528,NA,NA,NA,0.036186411,0.680021112,0.209963104,1.945378363,1.466049919,0.721673767,NA,NA,NA,NA,NA,NA,0.104748862,0.057279424,1.567908886,0.442767044,1.7107479,1.012775194,NA,NA,NA,0.688622591,1.070717278,0.958998388,0.392060213,1.061210392,0.871156016,0.676197308,0.8895613,0.495525225,0.562448247,0.437166162,0.884737191,NA,NA,NA,NA,NA,NA
ABCA3,0.689760473,0.851391893,1.632861928,0.927781146,0.829209481,0.847103437,0.802640456,1.231131234,0.605573537,0.852233905,0.997041718,0.683998903,1.075073586,1.035580651,1.125592149,NA,NA,NA,NA,NA,NA,0.558807446,0.474181772,0.710585375,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.039914537,0.800915738,0.225521558,1.048665282,0.946528726,0.854427335,0.707994845,0.482085935,1.197567409,0.840311373,0.705371446,0.441440415,NA,NA,NA,0.513501193,3.344334332,1.451884783,1.187632018,0.788770063,0.479092445,0.758048059,0.776247148,0.871698366,0.789337783,0.805138273,0.261945423,NA,NA,NA,NA,NA,NA,0.941045092,1.28020902,0.172029246,NA,NA,NA,NA,NA,NA,1.843337748,0.838089325,0.577069775,1.271977444,0.751941671,0.402054863,0.899021248,0.587988734,0.972334903,0.860858579,0.706535795,1.09422241,0.775567238,0.984774093,0.829441846,1.762090408,0.724105462,0.75182913,0.638265773,0.753288099,1.964709033,1.021712357,0.967800807,0.500563138,NA,NA,NA,0.641467046,0.411868277,2.209273165,0.498576094,0.372445711,0.419494694,NA,NA,NA
ABCA5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.532159988,0.889560016,1.471524354,1.342273127,1.642313754,0.625731975,0.890341087,0.649071747,0.793964271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.355826158,0.478546753,0.42362914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.556019527,2.266646536,0.905525088,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.522567433,0.156030531,1.146470744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABCA6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043614821,1.539258429,2.317818074,NA,NA,NA,1.234867041,1.03032725,0.949599376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.570789775,0.202484282,1.245907946,NA,NA,NA,NA,NA,NA,2.305683765,0.605202188,1.458637026
ABCA8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.641217233,0.551877056,1.141279394,0.451501656,1.374977164,1.152848437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85710084,0.876958166,0.808388855,1.144040313,0.638249135,0.484582174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756637111,0.682579313,1.726018526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.771688855,0.894906618,1.556021955,1.737241124,0.479267795,1.185066394
ABCB10,1.627778615,1.012053476,0.653728385,0.543480166,1.23764749,1.018953107,0.922310279,0.74985998,0.704287465,0.609999067,1.117343093,0.726867466,1.883146725,0.827210667,0.668094498,1.610096077,1.052316883,0.645235676,0.821833607,0.592335433,0.734750809,1.050085704,0.823373709,1.199181072,0.728565632,0.270022471,1.320613488,0.531719316,1.065492817,0.471271772,0.21179903,0.580733133,0.307063368,1.105510335,0.700054181,0.255361791,0.917697275,1.019920723,0.889724154,0.895846267,0.519698036,0.822811448,NA,NA,NA,0.385204012,1.073213477,0.948695418,0.701367821,3.569546286,1.12335244,1.245876525,0.904896786,0.654235269,0.760518546,1.006022608,0.626635609,1.744849677,0.792434986,0.506924135,0.868746244,0.451684476,0.974460378,0.884035718,0.62632217,0.663105963,0.9917649,1.312795691,0.397322483,NA,NA,NA,0.683662045,0.870963091,0.603676514,2.042603382,0.831722303,0.691500841,1.36861237,0.861856624,0.437145686,0.526575681,0.806679647,1.160259149,0.037511274,0.114208137,1.151970137,0.58787152,1.185907985,1.001793711,1.361301599,1.131984469,0.38310599,1.194653472,0.981467735,1.363886099,0.970134258,1.069862969,1.167090727,0.743941242,0.991251345,0.615614244,0.567415858,0.388484633,0.633520148,0.711934262,1.163880339,1.198554977,0.478113238,0.677287665,0.955102801
ABCB6,0.871969899,0.910183958,0.690826378,0.614353361,0.532025461,0.902338795,0.594815972,0.861409813,0.633314772,0.360689063,1.089686307,0.738548774,0.982634929,0.556219516,0.345328567,0.876623326,0.350569124,0.103859647,0.161158974,0.153124664,0.383664334,0.927809801,1.113086742,0.962452678,0.621015943,0.145375584,1.530718805,0.128620159,0.655426744,0.149165884,0.79539556,0.615476716,0.55360194,1.533580712,0.614067752,0.230444699,0.485304847,1.069336365,0.769149502,0.553742714,0.763886118,1.002056811,0.819120185,0.678523639,0.396792389,0.061404302,1.16880996,1.177541318,0.375088863,2.172143399,1.07205898,1.221162428,0.513022292,0.712049001,0.708183616,1.424674044,0.796948754,1.729566459,0.915295252,0.477650143,1.135195594,0.216198862,0.794496104,0.745675292,0.202369282,0.266622314,0.466958938,0.93352944,0.104010749,0.562095187,0.835746982,0.826850944,0.177921266,0.7366815,0.228422062,1.829962812,1.154907319,0.348155961,0.991031296,0.821813313,0.160238485,0.963768828,0.137678982,0.686622596,0.300477159,0.233667869,2.572739736,0.251211241,1.211161041,0.900585222,1.018926321,0.995877595,0.635054538,0.660901588,1.275791041,1.019301901,1.004138895,0.847719928,0.786971478,1.152598777,0.437567529,0.45245913,0.532588308,0.371499782,0.725183413,0.326717181,0.416194037,0.351064824,0.565106868,0.359023843,0.581223259
ABCB7,1.215014945,0.644334045,0.62217782,0.633651727,0.699928091,0.72306159,1.228659666,0.665433646,0.397235201,0.527150372,0.648535044,0.709442899,1.571431618,0.918593356,0.550325505,1.700598487,0.83492157,0.545535816,0.452269237,0.392111274,0.761820175,1.032064978,0.616296191,1.277584592,0.696963929,0.30313312,0.92490031,0.543010406,0.916943088,0.433040353,0.626821336,0.485762317,0.326578611,0.99252725,0.842702577,0.158516911,0.730458794,1.1712849,0.742419565,0.928462006,0.425623302,1.153770519,1.371855658,0.640933454,0.163497193,0.447806629,1.133113141,1.189274069,0.430159236,4.235540472,1.07176711,1.650453512,0.514433247,0.489239045,0.472564286,1.123388461,0.840639874,0.977678244,0.826474684,0.519767565,1.251442092,0.653153496,0.965876239,0.905431927,0.762289751,0.877610038,0.979387024,1.182451202,0.561078582,0.355017088,0.550943749,0.794249549,0.236193366,0.708158177,0.557405923,2.169508192,1.416263162,0.307801794,0.998488037,1.412661403,0.483366073,0.725632993,0.071393757,1.353555172,0.087617305,0.117576682,0.901777189,0.470852139,1.497254713,1.169300986,1.096915114,1.024036945,1.039029187,0.702995835,1.229609336,1.723449565,0.881332782,0.557804143,0.788645687,0.872051016,0.868282688,0.577685977,0.672690283,0.383537697,0.55100576,0.614917584,0.751214755,0.889660229,0.532390181,0.386761405,0.744589754
ABCB8,0.977453154,0.933063518,0.741126027,0.497077626,0.614788846,1.043410908,1.155242128,0.646357072,0.519075516,0.563348533,0.58234593,0.697918145,0.996022323,0.74924672,1.028587173,0.910491061,1.080981672,0.740993099,NA,NA,NA,0.924869566,0.926119179,0.97553172,0.715954015,0.196405843,1.162398923,0.66728118,0.975893009,0.408367351,NA,NA,NA,0.978704169,0.465000143,0.182542583,0.837446697,1.261446163,0.85204223,0.756855049,0.51187035,0.908057749,1.080782368,0.580034235,0.408906908,0.627599893,0.950745564,0.925967347,0.336024451,2.374268466,1.556189249,1.930853935,0.430043297,0.586434706,0.728370268,0.882413152,1.344898364,1.217116532,0.922253642,0.696565126,NA,NA,NA,0.782251981,0.065421621,0.144302888,0.845486547,1.64028447,0.197490407,0.233331869,0.223504326,0.455188211,0.395915733,0.987081914,0.632793511,2.065244369,2.274646276,0.556574977,0.712869005,0.883194635,0.622900344,0.583227359,0.399341477,1.055296013,0.079063293,0.099472525,1.217403848,0.630505132,1.403752686,0.906255608,1.108360812,1.015502461,1.391203056,0.726854582,0.78663452,0.982538091,1.442640028,1.127470154,0.863902977,NA,NA,NA,0.797410602,0.079552919,0.980688195,0.604979995,0.620126489,0.646251756,NA,NA,NA
ABCB9,NA,NA,NA,0.128436348,0.829558552,1.543050788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABCC1,0.832526074,1.026408494,0.507743251,0.511333697,0.902548754,1.006559489,1.174871078,0.379657187,0.157527738,0.474609152,1.432894963,0.928062999,0.792624589,1.395625412,0.627646549,0.722616983,0.942309603,0.698577325,0.571366514,0.252383133,0.39840617,0.592734798,0.430801066,1.152986006,0.75491993,0.055598006,1.214161874,0.297961714,1.199271693,0.311231532,0.668306508,0.774945975,0.382865204,1.179115826,0.705055905,0.225014012,0.49029978,1.00005184,0.699664593,0.95547085,0.387937873,1.118730546,1.217954351,0.642216442,0.329170105,0.04552278,1.122720901,0.976127875,0.392762594,2.773378861,1.432426486,1.556022337,0.473321192,0.659760311,0.44044422,1.070052488,0.5356942,1.024182741,0.81185129,0.313548329,0.873081679,0.495866865,0.931294981,1.217649199,0.641741724,0.732462015,0.909659705,1.617531608,0.543387529,0.085347842,0.121357776,0.476844822,0.109361387,0.5487627,0.505797205,1.190936023,1.696731795,0.302731351,1.126324108,1.010127062,0.361138807,0.6591108,0.488096361,1.459236098,0.297221311,0.346781218,1.1663858,0.586699298,2.85082301,1.021160625,1.097164153,1.19375314,0.589092595,0.661348454,0.930494709,1.64643578,0.670323208,0.979373033,1.577977626,0.839790967,0.240258003,0.557685926,0.683500656,0.168879384,0.447156418,0.620023999,0.614173754,0.788466678,0.615736005,0.073997129,0.713603558
ABCC10,0.86275336,0.694549581,0.873188297,NA,NA,NA,1.512921119,0.543907005,0.333845474,0.675545409,1.32587454,0.903877524,NA,NA,NA,NA,NA,NA,0.009360944,0.040797224,0.487256767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.779091067,0.967021846,1.121709351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.627145022,1.260832701,0.421467326,NA,NA,NA,0.755493112,0.180770578,0.998237199,0.497631793,0.684850785,1.309578621,0.603688582,1.667121231,0.917801001,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.992967619,0.192621879,0.541424599,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABCC11,1.787739031,0.743029467,0.709408859,NA,NA,NA,0.845235807,0.70964818,0.788693961,1.653993258,0.880973221,0.680613709,1.37723092,0.920654857,0.733172602,NA,NA,NA,NA,NA,NA,0.552565147,0.559693343,0.840883033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.007316663,1.000906381,0.757131178,NA,NA,NA,0.436922569,2.024127281,2.253366031,1.622260072,0.305015469,0.510350162,0.79917569,2.753796146,0.842145486,0.799403862,1.643661826,0.750783493,NA,NA,NA,2.1339986,0.657675654,0.644017475,0.618135215,1.284761235,0.764133615,NA,NA,NA,NA,NA,NA,0.804652289,0.462561546,0.945827149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.760919618,0.63019705,0.504769191,0.630765902,0.759563165,3.095084318,2.479425235,0.730956917,0.857875202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABCC3,0.783903712,1.264779202,0.579364048,0.826567631,0.427282082,0.576716794,NA,NA,NA,0.739965037,0.984276131,0.304131703,0.844775117,1.273826539,0.833418565,NA,NA,NA,0.624590587,0.333913633,0.297961544,NA,NA,NA,0.484557278,0.032397108,0.485044206,0.18822695,0.595958288,0.193992005,1.457055761,0.470852799,0.505162865,NA,NA,NA,0.372891502,1.777573633,0.934730347,0.724925872,0.433683575,1.246428238,2.427530222,0.740321906,0.609299441,0.112303754,0.660052383,1.150632475,0.256467144,1.552256217,0.75598277,0.65259065,0.389449857,1.761624405,0.120765739,0.554731681,0.19988878,0.702217215,1.075408155,0.212649144,NA,NA,NA,0.569107945,0.13178837,0.270869944,NA,NA,NA,0.491509406,1.174332549,0.767630978,NA,NA,NA,NA,NA,NA,1.421763947,1.053143962,0.084955245,0.660258752,0.506430222,1.179949531,NA,NA,NA,0.470254389,0.60629638,0.486748607,1.007721666,0.817966507,0.509028443,0.834874024,0.709454927,1.545529011,0.170440322,2.341604417,0.522393884,1.07796371,0.292695798,0.384144795,0.675084235,0.101695709,0.448199228,0.231775654,0.211106985,0.547246027,NA,NA,NA
ABCC4,2.257081136,0.958415583,0.682171459,0.539046013,0.919005276,0.817714593,0.797166764,0.645278949,0.34258277,0.475753678,0.691571332,1.090346303,2.640518755,0.794484123,0.714881914,4.000752355,0.74364739,0.665359295,NA,NA,NA,NA,NA,NA,0.7332847,0.258628317,1.654835334,0.113324926,1.003073968,0.287151864,1.150099674,0.540040602,0.439237514,1.320684779,0.747020252,0.276927761,0.709744126,0.708054592,1.370475159,0.469557063,0.1306048,1.40549258,NA,NA,NA,0.874720868,0.95675471,0.821061046,0.534288524,2.964188074,0.858823033,NA,NA,NA,NA,NA,NA,3.21595856,0.896788177,0.735503604,0.901221783,0.765928711,0.960236753,0.944203469,0.201064315,0.363249434,0.555774679,1.047189777,0.101330118,0.881775974,0.607376893,0.832246306,NA,NA,NA,0.944106435,1.083294384,0.402028356,1.089315733,0.84358407,0.943806829,1.087641897,0.593013925,1.039397386,0.091901858,0.130316622,1.287752555,0.652917006,0.800164193,0.717117971,0.877422206,1.327998501,0.627619783,0.976839189,0.704437472,0.947783154,NA,NA,NA,1.260321995,0.518363284,3.275597339,NA,NA,NA,NA,NA,NA,1.047886317,0.682848022,0.859802242
ABCC5,NA,NA,NA,0.059772768,0.425876304,0.957995002,2.008644474,0.388238518,0.334288521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1895412,1.009695774,1.454009826,NA,NA,NA,NA,NA,NA,0.575248319,1.230576027,0.147940827,1.916887648,0.216148493,0.712881558,0.230690272,0.105727499,0.243159892,0.607111524,0.524671068,0.13430719,NA,NA,NA,NA,NA,NA,0.575593558,1.689731865,0.856930469,NA,NA,NA,NA,NA,NA,0.394942166,0.577556657,1.112679091,0.055435423,1.783741804,1.639311734,2.486477067,0.825664856,0.496335977,0.473569845,1.329910713,1.225220159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABCD1,1.187080237,1.017942101,0.437130723,0.201766181,1.039855845,0.638216173,1.183884252,0.575133586,0.616556553,0.353927026,1.659292438,0.746745216,1.168767055,1.078585422,0.650176757,1.355652084,1.006850348,0.5969484,0.88970865,0.364304383,0.53562261,0.614625132,0.64073686,1.632969057,0.710527589,0.382504753,0.953297067,0.050267284,1.397440263,0.142981386,0.700403186,0.495953745,0.583036458,0.941751552,0.504208726,0.110581238,0.881662387,0.767509225,0.721848841,0.712015915,0.090508497,1.123225528,0.576020334,0.564126794,0.158865307,0.30479632,1.163786093,0.785531734,0.660843298,3.84332414,1.016222183,1.220553418,0.322690842,0.655705518,0.338210789,1.140616678,0.621833828,0.871787113,0.937309432,0.446396944,1.073729588,0.67787811,0.689015087,1.342619932,0.322038901,0.439126066,0.640123365,0.70162834,0.271216541,0.374942408,1.245357404,0.667769309,0.045509491,0.597055095,0.232462572,0.638779883,0.72042552,0.266098105,1.145732691,0.690304666,0.108864534,0.788605324,0.535738209,0.706932931,0.211607278,0.269881682,1.798868807,0.368905099,0.864708473,0.847642919,1.003968059,1.205524392,1.007517586,0.696916163,1.557248396,1.084140464,0.980806437,1.192946256,0.806145603,0.688506522,0.40362187,0.337228226,0.788982759,0.057505534,0.476321891,1.021590767,0.715050082,0.697569494,0.533629487,0.446098138,1.757004635
ABCD3,0.986045522,0.653304532,0.457462967,0.458576741,0.345718338,0.638857767,1.638807346,0.423343775,0.288134541,0.201826809,0.607201378,0.474159458,0.946200958,0.79033585,0.299689484,0.939344628,0.846369485,0.230358255,0.132312368,0.254079489,0.4361956,0.540203116,0.223050142,0.633015125,0.434408077,0.236774938,1.294534275,0.29714389,0.604667513,0.173240997,0.230411956,0.539798336,0.151952265,0.853622751,0.408135129,0.112239075,0.277947438,1.645220417,0.449921542,0.614816792,0.25299526,1.103825881,1.63696552,0.579179489,0.240635856,0.187770723,1.413554518,1.966372061,0.178576708,2.584786222,1.172417325,1.144238557,0.498941758,0.395479803,0.386814233,1.004008165,0.48764279,0.729898782,0.760320323,0.313868847,0.92018987,0.205257581,0.484368387,0.512508934,0.475589123,0.335969929,1.376822263,0.573281449,0.16335407,0.146557491,0.273208802,0.78196982,0.068419444,0.352465862,0.466690351,1.999845703,2.027110041,0.244180425,1.722299259,0.961174462,0.217692459,0.491802277,0.181667157,0.950874294,0.146788864,0.147737021,1.641176195,0.296891448,0.723903448,0.635769161,1.138036389,0.931532695,0.505792318,0.765465649,1.163231207,1.78358453,0.613626147,0.598101738,0.634929166,0.841048608,0.537305187,0.336701171,0.740766587,0.149803697,0.361685256,0.382573996,0.462169054,0.615927424,0.186623039,0.251498344,0.281069431
