Index,AO-A12D,C8-A131,AO-A12B,E2-A10A.notinstudy,BH-A18Q,C8-A130,C8-A138,E2-A154,BH-A0BZ.notinstudy,A8-A09I.notinstudy,C8-A12L,A2-A0EX,AO-A12D.REP2,AN-A04A.REP1,BH-A0AV.REP1,AO-A12D.REP1,AN-A04A,BH-A0AV,A2-A0D0.notinstudy,BH-A0HK.notinstudy,C8-A12T,A8-A06Z,A2-A0D1.notinstudy,A2-A0CM,BH-A18U,A2-A0YI.notinstudy,A2-A0EQ,AR-A0TY.notinstudy,AR-A0U4,BH-A0HP.notinstudy,BH-A0EE.notinstudy,AO-A0J9,BH-A0E0.notinstudy,AR-A1AP,AN-A0FK,AO-A0J6,BH-A18V.notinstudy,A7-A13F,BH-A0E1,A7-A0CE,BH-A0C0.notinstudy,A2-A0YC,AO-A0JC,A8-A08Z,AR-A0TX,D8-A13Y.notinstudy,A8-A076,AO-A126,C8-A12P.notinstudy,BH-A0C1,A2-A0EY,AR-A1AW,AR-A1AV,C8-A135,A2-A0EV,AN-A0AM,D8-A142,AN-A0FL,BH-A0DG,AN-A0AS.notinstudy,AR-A0TV,C8-A12Z,AO-A0JJ,AO-A0JE,A2-A0T2.notinstudy,AN-A0AJ,A7-A0CJ,AO-A12F,A2-A0YL.notinstudy,A2-A0T7.notinstudy,C8-A12Q.notinstudy,A8-A079,E2-A159.notinstudy,A2-A0T3,A2-A0YD,AR-A0TR,AO-A03O,BH-A18R.notinstudy,AO-A12E,A8-A06N,A2-A0T1.notinstudy,A2-A0YG,E2-A150.notinstudy,BH-A18N,A7-A0CD.notinstudy,C8-A12W.notinstudy,AN-A0AL,A2-A0T6,E2-A158,E2-A15A,AO-A0JM,C8-A12V,A8-A08G.notinstudy,A2-A0D2,C8-A12U,AR-A1AS,A8-A09G,C8-A131.REP1,C8-A134,A2-A0YF,BH-A0DD,BH-A0E9,AR-A0TT,AR-A1AQ.notinstudy,AO-A12B.REP1,A2-A0SW,AO-A0JL,BH-A0BV,A2-A0YM,BH-A0C7,A2-A0SX
ANKRD22,1.532054375,0.902135726,0.679174018,0.454829549,0.988728656,1.639525936,NA,NA,NA,0.783338148,2.300572819,0.835541741,1.516066857,0.705988992,0.3526984,1.477213044,0.623797347,0.51480933,0.607038081,0.423782077,0.71343072,NA,NA,NA,0.884872908,0.456643739,1.649679811,NA,NA,NA,NA,NA,NA,0.997130872,0.504669272,0.120925585,1.034268789,0.784144681,0.433496911,0.752513059,1.258106681,1.147317324,0.745547057,1.139017215,0.92616827,NA,NA,NA,0.845730646,4.575008979,2.143861612,1.958735758,0.395457578,0.90929768,0.634779092,0.899060551,1.403058779,NA,NA,NA,0.838770339,0.977972632,0.96207443,1.280946563,0.985845951,0.746210072,NA,NA,NA,0.012039284,0.049859221,0.417003359,0.037604304,0.470561237,0.127957111,0.742669105,1.113994445,0.085844599,1.413888599,0.681304006,0.261567471,NA,NA,NA,0.019703268,0.027509318,1.637576426,0.188599845,0.95692957,1.189172408,0.390627068,2.38983039,0.143765383,0.962629177,0.796776354,1.487801421,0.74247339,1.027828078,0.830828862,0.462593117,1.007348824,0.262669517,1.213577022,0.586744228,0.53134314,0.843363665,0.491212639,0.385870408,NA,NA,NA
ANKRD24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.082826488,0.034471249,0.632665698,NA,NA,NA,NA,NA,NA,0.822336036,0.519115207,0.133164835,0.212418065,1.653888923,0.647534797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.745858834,0.94380084,0.070374764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANKRD26,0.579043227,1.100053968,1.365778756,0.260311426,0.734077494,1.103253927,0.871384333,0.562133867,0.112121039,0.218784419,1.097809077,0.923058334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.447743455,0.890670812,0.667160337,0.734298621,0.081706043,1.168316682,1.022369768,0.794572845,0.633860876,1.02524189,1.001318262,0.826353762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.305361019,0.102070529,0.966252623,0.798714355,1.539529462,0.657956061,1.482464118,1.279142636,0.171201577,0.114769104,0.199446746,0.918875419,0.301422752,1.294516616,0.576620839,0.910310533,0.719833939,1.185559936,NA,NA,NA,0.514008818,0.420484775,0.613932474,0.036694286,0.048396749,0.569272163,0.772316197,1.114235323,0.963609218,NA,NA,NA,0.984547744,1.008756469,0.771905785,0.376190732,1.090430217,0.893030992,0.649546218,0.912662888,1.237574046,0.576670432,0.708094698,1.473390181,1.439575237,0.967553636,1.718881406,0.419275976,0.292147921,0.629894582
ANKRD27,1.14737135,0.987092465,0.854806952,0.637816277,1.008362736,1.308799624,0.844726256,0.965949621,0.672232746,0.692824743,0.947330591,1.091150216,0.952110308,0.761783084,0.894063581,1.090649626,0.554142482,0.699716734,0.70307095,0.531799441,0.870478041,0.777904785,0.139747023,1.427600472,0.84897974,0.290206062,1.078723307,0.251723588,1.066383335,0.284146514,0.095399334,0.810569009,0.132878158,1.016263307,0.637514632,0.261683114,0.903862586,1.133205527,0.920234302,1.061985913,0.48623527,0.890509994,1.149436919,1.059078479,0.560389398,0.520957589,1.045747394,0.928455578,0.618532848,3.2623055,1.155594671,1.506302767,0.49605452,0.762248366,0.693281132,1.227118254,0.981851015,1.098449879,1.030028447,0.769032155,0.895669798,0.310010602,0.966397796,0.768577308,1.08084521,0.706636243,1.106343762,1.518434884,0.233288144,0.561397854,0.630597305,1.158276987,0.284397913,1.242302521,0.714432797,0.867209231,1.662759227,0.535468723,0.956389578,0.855865728,0.267363127,0.78829918,0.987602332,0.882650402,0.385016319,0.748115282,1.176728416,0.58919245,1.34568247,1.161237641,1.172305261,0.955951142,0.625129765,0.929696802,1.097184678,1.165004983,0.891622745,0.856661571,0.800121508,1.074658467,0.854235927,0.655862762,0.606693546,1.218521964,0.900091625,1.102005629,0.904492639,1.005033601,0.678520204,0.693844582,0.963477905
ANKRD28,0.782018917,0.831313517,0.624377412,0.748663898,0.78188074,2.229661959,0.909686323,1.118940966,0.614187097,0.689470349,0.938129757,0.984998566,0.774074952,0.754292363,0.829509006,0.725956299,0.866494161,0.718619472,0.388624398,0.499749579,0.892271695,0.518011546,0.690091068,1.164880702,0.749912558,0.259202053,0.957114566,0.499963449,0.713620058,0.460610119,0.513833575,0.692322159,0.340709454,0.902146382,0.774088029,0.184857665,0.637743686,1.122881783,0.762476305,1.084238932,0.878730609,1.081853915,1.171059079,1.055125706,0.473798442,0.699538002,0.907602894,1.230954501,0.587871046,2.93909016,0.999451276,1.261827981,0.418301232,0.588196516,0.583419091,0.948393515,0.711425663,0.853996857,1.045991806,0.57728341,1.008906241,0.689648585,0.887480074,0.818490517,0.663524729,0.744338484,0.881672792,1.12219181,0.480925142,0.482730821,0.658351686,1.176936255,0.40422833,0.761396956,0.68675693,1.136744564,1.250423241,0.665130056,0.951765296,0.820169855,0.614857995,0.615931257,0.527933233,1.298262479,0.425634297,0.619841301,0.662695799,0.734613261,1.346521307,0.770995641,1.083242975,0.852592554,0.777356568,0.794368317,1.000436255,1.297222045,0.683428645,0.78270338,1.165407503,0.882109515,1.012142617,0.615482885,0.560206263,0.579904991,0.529011236,0.809965888,0.686111489,0.981846274,0.474157247,0.640874019,0.622246777
ANKRD30A,0.666677397,0.648106048,0.438642054,0.664920457,0.388115887,2.941979309,0.352608082,0.905598696,0.266726676,0.447830502,0.445263902,1.416775229,0.897845823,1.017564336,0.332065755,0.750203781,0.698199992,0.396265239,0.246995113,0.183669892,0.895469596,0.154242884,0.497040179,1.307770344,0.496519548,0.179418681,7.27053669,NA,NA,NA,0.139662507,0.605022751,0.106747286,NA,NA,NA,NA,NA,NA,0.797702536,0.994464629,0.745990683,NA,NA,NA,0.083543467,0.504148088,1.567644859,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.442343368,2.605113637,0.828862029,NA,NA,NA,NA,NA,NA,1.103900898,0.451332748,0.410418164,0.364341023,0.46319716,0.758053417,0.294860323,0.912976459,0.413101739,NA,NA,NA,0.541870738,1.145256982,1.48446226,0.992453093,0.206899341,0.305559075,0.084976397,0.113694463,0.197283027,1.623326897,0.297857582,0.485468114,0.824928151,0.547878828,0.303742458,0.359431368,4.032247059,0.737948762,1.429688253,0.681266423,0.525787465,0.624464035,0.277379002,0.356520306,NA,NA,NA,0.75509978,0.414888976,1.230658634,NA,NA,NA
ANKRD30B,NA,NA,NA,0.009016199,0.271054922,1.237292871,1.735945039,0.171008497,0.031714928,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026401769,0.05047736,0.34141227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59433871,0.144351385,1.22914875,NA,NA,NA,0.916272045,0.645596106,0.045350516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013918815,0.028171341,2.037717562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67199855,0.008303286,0.506234008,NA,NA,NA,NA,NA,NA
ANKRD35,0.796808788,0.88626904,2.053049438,0.045360704,0.606696607,1.141186738,2.079974526,0.421725187,0.051439251,0.177362278,0.653754601,1.002461629,1.088989299,1.041343962,0.322942949,0.929480821,0.860641944,0.203616075,0.022616007,0.067979193,0.349325436,0.288549508,0.017012303,1.164584041,0.366871247,0.017144764,0.794836089,0.021573699,1.945852043,0.113967846,0.803171563,0.558817999,1.565963136,0.594370447,0.523037539,0.09731571,0.177937599,1.077205571,0.548217357,0.978643018,0.223398197,0.994835139,0.577111129,0.75262815,0.862106785,NA,NA,NA,0.023925323,1.941034403,1.227237675,NA,NA,NA,0.399089948,1.163995722,0.665436506,1.00860337,0.777261055,0.056272545,1.100091806,0.186019817,1.241894736,0.82404461,1.301614918,0.460383307,0.898297968,1.898607572,0.230047952,NA,NA,0.736491619,0.007509006,0.479340249,0.176649959,1.80413192,2.13298871,0.250958845,1.896053061,1.344738438,0.092569095,0.463251025,0.012693196,1.293612272,0.040409085,0.046655266,2.227580983,0.68947608,2.290305244,1.105730983,0.868946825,0.732162019,0.070216889,2.310395243,0.782852773,0.995430974,0.402625375,0.82099071,1.443837288,NA,NA,NA,0.530218959,0.215826916,1.549315521,1.117943932,1.76181079,1.465587769,NA,NA,NA
ANKRD36,0.983123361,1.024751465,1.254868751,0.395813103,0.987650988,0.916386013,0.799625821,0.463587447,0.381424987,NA,NA,NA,NA,NA,NA,1.488572755,0.738779211,1.41130463,NA,NA,NA,0.397214662,0.015422142,0.453033885,1.910026808,0.240046848,1.468076206,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.907481229,1.043710615,1.14522631,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.772401833,2.822169478,0.965284939,1.876414143,0.643604003,0.886671577,1.016876515,1.439991117,1.977207727,NA,NA,NA,0.819604549,0.198513013,0.982245377,0.898655157,0.348582826,0.732514236,NA,NA,NA,0.16941138,0.370509449,1.127022582,0.257786441,1.146660982,0.51805047,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.244844813,1.30194152,0.868698299,0.385001462,2.779691803,0.798162616,0.88761371,1.1466799,0.275149662,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.789421621,0.977721109,2.07334768,1.733985741,1.231329359,1.230922385,NA,NA,NA
ANKRD39,0.752381804,1.142349952,0.977331954,0.344116662,0.577821796,1.072059363,0.709525996,0.976937084,0.933398952,0.757676655,0.830395322,0.810928565,0.398416754,0.941312108,0.980484459,0.896835751,0.955466272,0.199973873,0.386489699,0.47363522,0.954229047,1.236298109,1.118128238,1.093227461,0.846643611,0.291237812,1.2441806,0.400954379,0.876233519,0.484248772,NA,NA,NA,0.994447914,0.678559528,0.479176072,0.530962771,1.083428447,1.085057981,1.027172152,0.824556172,1.200780714,1.130883464,0.907460387,0.443367043,0.677905141,0.919142868,0.784189634,0.597113499,2.364194834,1.242855267,1.064577128,0.552410681,0.756244558,0.677638442,1.051521119,0.811612452,0.64428312,0.880466831,0.417706681,0.564881903,0.488044768,1.007034081,0.560637695,0.443726111,0.702889711,1.32150276,0.799954661,0.125508897,0.46445446,0.30130545,1.284881181,0.668075288,0.848926602,0.875753184,1.109701315,1.345069168,0.919129981,1.029632263,0.775483425,0.325113399,1.036834209,0.927698759,1.331136745,0.974058111,0.956038838,0.70648218,0.71811824,0.996905845,1.449804977,0.861698334,0.798375245,0.746014393,0.783016528,1.235790103,0.917840111,0.306597946,0.577472329,0.677658278,1.1884847,0.34217989,0.585837461,0.648716731,0.16692177,0.837757903,1.258606433,0.824404375,0.943955385,0.728325818,0.650266646,0.696754576
ANKRD40,0.61256878,0.773473199,0.806749563,0.295876573,0.681244595,1.121850506,0.867968451,0.669677921,0.148017098,0.438869462,0.740098904,0.778132216,0.553398367,1.449509124,0.525286333,0.545038683,2.214950383,0.638563812,0.036440866,0.141551421,1.048500959,0.174622805,0.043231946,0.895885913,1.336979958,0.358010477,0.73605236,0.234983257,0.924444166,0.277679036,0.060111752,0.510854068,0.044773018,0.82589587,0.64014193,0.189934319,0.42020797,1.267036987,0.646345236,0.892823768,0.264965199,1.255940345,1.27273259,0.926567393,0.165251511,0.08561524,1.540663312,0.936910428,0.747869433,2.57947877,1.200224001,1.235870261,0.577683668,0.753337337,0.637541982,0.822324798,0.793882698,0.847908825,1.338653677,0.685419417,0.659411543,0.820870794,0.922127944,0.668714331,0.301780178,1.023014946,1.229288224,0.882841522,0.08228451,0.034353019,0.198296076,1.330606281,0.046313831,0.931645706,0.385181399,1.234675321,0.944131731,0.235700264,1.57756329,1.351106991,0.086011319,0.500614593,0.033843585,0.796660138,0.197593731,0.275868881,0.818159098,0.767667923,0.622769235,1.064914195,1.602717252,0.869525801,0.792891657,0.831747217,2.271654556,1.067804719,0.607941976,0.855952896,0.924037637,0.959784116,0.931319727,0.693695251,0.674524412,0.328513286,0.889165992,1.053641158,0.826540341,1.035076031,0.944868092,1.048600321,1.191446784
ANKRD44,0.851187537,1.158070023,0.749149803,0.465487405,1.134800074,0.926738039,0.753179894,0.650177099,0.909821701,0.75971424,0.74990984,1.029736627,0.858407037,0.733891609,1.048665964,0.832986193,0.78656582,0.985556063,0.703709376,0.400400152,0.888599125,0.619900894,0.300191966,1.419023315,1.11949614,0.280479461,1.564455967,0.208785459,1.207003495,0.418510628,0.4077334,0.710781091,0.311620282,1.126108556,0.656735945,0.217578274,0.864570332,0.993087776,0.723013909,0.996664833,1.092990388,1.068781191,1.279471662,0.889496953,0.568900864,0.212205609,1.026948288,0.936344467,0.416161913,3.872394208,1.128613046,2.033074698,0.540614374,0.762726688,0.877125638,1.264618755,0.943944648,0.566473149,0.93749049,0.530014434,1.080156909,0.520754176,1.456633935,1.304304424,0.602776067,1.104607134,0.867127702,0.650035439,0.262015038,0.328858838,0.585481244,0.853932519,0.279925939,0.712457901,0.630032627,0.821443183,1.005421159,0.31407123,0.688603511,0.633900327,0.493589797,0.658233678,0.311422053,0.928305996,0.233880819,0.383291281,1.14877299,0.698392632,0.976434636,1.148128207,0.996124855,1.539604527,0.519199558,0.924904689,1.412406676,0.907715594,0.718373813,1.1850146,1.138471462,0.893538125,0.715098536,0.571463644,0.951144272,0.587724049,0.714033457,1.185252818,1.005542997,1.146579489,0.74336309,0.593500564,1.407841074
ANKRD45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.968546666,4.122322535,1.096675038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.463783308,1.637480992,0.952102945,NA,NA,NA,NA,NA,NA
ANKRD46,1.089501603,1.038855175,0.938008035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.919289298,0.591488728,0.324825996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.968283245,0.458793398,0.638240415,NA,NA,NA,NA,NA,NA,1.419228844,1.001231583,0.912365231,0.771182216,1.41721524,0.919152696,0.741418738,0.869858844,0.094677334,NA,NA,NA,NA,NA,NA,2.000935361,1.783493642,0.189799125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.664488464,1.331954045,0.939407315,NA,NA,NA,0.658037592,0.052181998,0.459519461,1.165774391,1.214507171,1.328171418,0.807981909,0.524490562,1.376139713
ANKRD49,0.948297747,0.903610789,1.277389001,0.804218125,1.15988561,1.111940085,0.853552001,1.208781654,0.639709268,1.135706612,0.76507346,0.959431982,0.776815286,0.813177931,1.043571739,NA,NA,NA,0.513852563,0.633873783,0.876179395,0.662153182,0.872937944,1.078915961,1.303199215,0.451854248,0.924531505,0.626767804,0.948086641,0.604223642,0.728670706,0.595114509,0.698567814,0.765937836,0.603271239,0.171197819,1.207611969,0.957985216,0.96451176,0.968655762,1.24352665,1.103119512,1.325021396,1.001899898,0.827231704,0.590598721,1.072385898,0.927942495,0.695486742,3.600444089,1.396573452,1.312781347,0.607105053,0.832110379,0.642305418,0.954941498,0.926451915,1.142997049,0.9858003,0.82687679,0.562388191,0.979827464,0.948417325,1.268698873,1.18404094,0.969529992,0.877638203,0.917570253,0.552059281,0.516816777,0.751942362,0.735811509,0.531496651,1.268285549,0.957234647,0.780514034,0.517551975,0.970288369,0.926108994,0.65800121,0.630290381,0.916855581,0.688551225,1.308821133,0.479971006,0.61828887,0.917691336,0.791602746,0.906982358,0.951840564,1.534880537,0.851237453,0.769049681,NA,NA,NA,0.84946839,1.284886294,1.099197412,0.812388796,1.202441638,0.615068619,0.640078502,0.979125859,1.077050705,1.088699369,1.900887349,1.213255618,0.861709197,0.77932445,1.436353245
ANKRD50,0.889539807,1.03397834,0.588605147,0.845359783,0.545163852,0.848054137,1.454344241,0.66042713,0.580357676,0.51258214,0.973022738,1.063310819,0.883492685,1.037598711,0.553350899,0.976745886,1.081510103,0.640060935,0.551809996,0.44151328,0.857780214,0.736240549,0.617730077,0.942841864,0.651725328,0.236420133,0.897652423,0.311309836,1.046814026,0.502206751,0.501893076,0.704181872,0.421664064,0.804042284,0.607841945,0.214534242,0.39163009,0.839820546,0.754670656,0.870391834,0.567363223,1.114401362,1.764852452,1.119440643,0.46726402,0.553999668,1.195964787,1.097209767,0.619181195,2.577866354,1.081562378,1.015505384,0.541490095,0.979706744,0.666429418,0.952101183,0.875943759,0.652278781,1.059535037,0.371738591,0.827974749,0.760361137,0.734657906,0.721063602,0.684399709,0.815611997,0.952709757,0.757801278,0.335575649,0.485914496,0.534770686,1.133217372,0.302325726,1.090558449,0.627060249,0.980089194,0.912697118,0.507553479,1.406404768,0.744489976,0.315235319,0.678069214,0.394478669,1.093138313,0.328425673,0.634862072,0.769722758,0.746761507,0.785419737,0.866941104,1.290571083,0.670505333,0.909335711,0.737393908,1.018725354,1.094706153,0.602652549,0.934807189,0.901474364,1.001512935,0.825217787,0.50728364,0.902200136,0.454619329,0.503482891,1.030389789,0.878317945,0.84656034,0.618027207,0.568538279,0.691278237
ANKRD52,0.963006877,0.942963793,0.75937941,0.674207412,0.685256662,1.213065289,0.825146134,0.741066872,0.860554723,1.125366057,0.99098716,0.842278091,0.841673122,0.644247233,0.797109165,1.203992541,1.015449987,0.532363937,0.873462325,0.513779271,1.030386754,0.789943436,0.699959248,1.115768478,0.941952057,0.487658854,1.057704697,0.267491136,0.77444248,0.3313746,0.485111915,0.651253559,0.687432229,0.951884573,0.832082156,0.201540794,0.723198014,1.251098156,0.811055879,0.984929781,0.633709227,1.033055442,1.0898868,0.863420454,0.400005518,0.648954936,1.005543206,1.278690884,0.709788178,3.429069635,1.140048104,1.168927538,0.549248999,1.110686177,0.641699137,1.023084647,0.70652172,0.968384735,0.981262057,0.687502593,1.227506644,0.901462075,0.691187357,0.710679838,0.988829279,1.028974554,0.921669633,1.116026399,0.501922722,0.687532411,1.012089888,1.072526163,0.546838443,0.872384629,0.617572294,1.064340717,1.29240002,0.859292583,1.078905993,0.825769638,0.661632462,1.096905195,0.709076619,0.761954616,0.299201959,0.634121375,0.953022046,0.585638597,0.839174457,1.228314789,1.251014388,0.87221778,0.668766464,0.792462622,1.038942331,0.942772553,0.730852824,0.747320031,1.108640034,0.802027011,1.015256288,0.607525661,0.927048914,0.397484001,0.636152434,0.711570438,0.86503574,0.95288389,0.719522906,0.543772784,0.894599228
ANKRD54,0.972293435,0.875953922,1.014001038,0.32932652,0.746397154,1.200306473,0.787089266,0.931511305,0.125440445,0.393020352,0.895250194,0.857733596,0.875965747,0.761975229,0.667369943,0.914160304,0.633967872,0.695693686,0.524581802,0.45273791,0.858191449,0.47246948,0.059550091,1.288303178,0.899030137,0.299539759,0.997857899,0.194433236,0.942779114,0.340794306,0.22105204,0.617208872,0.241665473,0.954351818,0.835299593,0.244524058,0.5728665,1.127471589,1.027544584,0.93848386,0.737845985,1.224284382,0.985496716,0.711958694,0.517388749,0.611797453,0.987549154,1.079110543,0.776138401,2.281941952,0.976925169,1.345261583,0.420885599,0.535653748,0.690763031,0.966700273,0.878131966,1.356894834,1.030146444,0.450107387,0.893264008,0.549029485,1.150425588,0.870843762,0.97986445,0.897232331,0.933807151,0.897842361,0.116367744,0.422582672,0.842101639,1.171919372,0.310769522,0.775994688,0.508316663,1.026501617,1.313453447,0.477337387,1.226141447,0.717693884,0.095559966,0.711328907,0.036262949,0.979786484,0.302311779,0.147065445,1.397844286,0.437705347,1.075262929,0.955031658,1.416630661,0.845020852,0.300461625,0.965447845,1.09638308,1.099520776,1.00452511,0.828492348,1.024201309,0.9944405,0.604530398,0.599051811,0.584921091,0.29086492,1.130265143,1.033737265,0.989225668,1.107922944,0.628155258,0.716475388,0.911205441
ANKRD63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633316195,1.052356124,0.891774179,NA,NA,NA,NA,NA,NA,0.673372323,1.293372226,1.058089103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANKS1A,0.981795074,1.025935728,0.848334353,0.562695543,0.852580841,1.259420495,1.019990299,0.782274467,0.586162949,0.471137906,0.68985158,0.868279826,0.952799979,0.867091719,0.723869231,1.024924265,0.991229848,0.739028452,0.487673132,0.460023358,0.83914909,0.60678635,0.445441234,1.205543339,0.770094644,0.187647554,1.074642963,0.339746655,0.881218808,0.379786014,0.478544989,0.594748526,0.278100526,0.820880245,0.812029305,0.200150949,0.581401826,1.123210937,0.78891875,1.112389914,0.494459708,1.17992679,1.043913671,0.944633594,0.451081546,0.26206111,1.109377125,1.041949464,0.437373602,2.679084787,1.217328788,1.293639818,0.411181034,0.871177284,0.572561294,0.870592286,1.313977967,1.121023282,0.85369021,0.48719927,0.924019587,0.563978804,0.853725535,0.856628235,0.854907433,0.897083283,1.113651642,1.376659596,0.257012778,0.413431862,0.744173697,0.912412967,0.267063445,0.736580011,0.624663122,1.272890325,1.016725385,0.484351548,0.923831794,0.663816107,0.452531591,0.860084577,0.66257964,0.904164673,0.277953702,0.339395651,1.090758117,0.647376186,1.517721026,1.019240483,1.065309259,0.913694395,0.579723612,0.965492478,0.900001796,0.991997342,0.732197467,0.953047306,1.36068258,0.961839004,0.592392433,0.612791209,0.589693936,0.27091774,0.901829575,0.839897472,0.930051636,0.957273596,0.630961992,0.636481418,0.750407524
ANKS1B,1.989623732,0.92119826,0.71276438,NA,NA,NA,0.755938229,0.217086664,0.029049365,NA,0.199705083,2.530132299,NA,NA,NA,NA,NA,NA,0.01303346,0.039927116,0.519368745,NA,NA,NA,NA,NA,NA,0.018318403,0.327617544,0.046897717,NA,NA,NA,4.425820616,1.203261154,0.233619839,0.183865016,0.655965723,0.550053393,0.398891583,0.111879649,0.58847376,NA,NA,NA,0.053231369,0.810623892,1.228869318,NA,NA,NA,2.577611601,1.845279276,0.201179236,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59410733,0.674388808,1.350212963,NA,NA,NA,0.064911092,0.18778729,0.974380034,NA,NA,NA,1.541632908,0.929081784,0.597418265,1.001230729,0.733675681,0.077576567,0.523441398,0.045340287,0.688355662,NA,NA,NA,0.527161228,0.605497502,0.649994333,1.55013237,0.439759952,0.138991006,0.560655178,0.660039923,0.943701001,NA,NA,NA,0.620424371,0.048167052,0.705241171,0.536166669,0.04222486,0.669441352,1.285135356,1.39219824,2.01448855,NA,NA,NA
ANKS3,NA,NA,NA,0.804679201,1.006531156,1.044856726,1.055433986,1.028763798,0.88327167,0.363782521,0.860069137,1.298817408,NA,NA,NA,0.985885113,0.430302056,0.970099818,NA,NA,NA,0.792342058,0.893485233,1.234086628,0.961879275,0.618755286,1.008010959,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.269341604,0.868973104,0.505821334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.256211629,0.576742105,0.862323631,NA,NA,NA,0.597816104,1.304663234,1.150317836,0.964766989,0.98605744,0.784061691,1.157550114,0.292340857,0.466146748,0.911571034,0.832977443,0.65923992,NA,NA,NA,0.386707943,1.329731801,0.827387096,0.931599785,0.852949809,0.18861714,NA,NA,NA,0.900095854,0.784273198,1.01682071,0.352405696,0.697786427,0.894125255,0.836953277,0.835544713,1.097394735,NA,NA,NA,1.076664635,0.810515565,1.48477288,NA,NA,NA,NA,NA,NA,0.94998964,0.763823579,0.761710637,NA,NA,NA,0.812744079,0.922471889,1.164881065
ANKS6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.630587254,1.017927183,1.445637245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
