gene_name,C3N-03796-Primary-Tumor,C3N-03757-Primary-Tumor,C3L-03735-Primary-Tumor,C3L-03733-Primary-Tumor-Disqualified,C3N-02682-Primary-Tumor,C3N-04097-Primary-Tumor,C3N-02681-Primary-Tumor,C3L-02644-Primary-Tumor,C3L-03740-Primary-Tumor,C3N-03755-Primary-Tumor,C3N-03452-Primary-Tumor,C3N-04686-Primary-Tumor,C3N-03939-Primary-Tumor,C3N-03802-Primary-Tumor,C3N-04094-Primary-Tumor,C3N-04100-Primary-Tumor,C3L-04795-Primary-Tumor,C3N-03001-Primary-Tumor,C3N-04691-Primary-Tumor,C3N-02259-Primary-Tumor,C3N-03800-Primary-Tumor,C3N-05039-Primary-Tumor,C3N-03480-Primary-Tumor,C3N-04113-Primary-Tumor-Disqualified,C3N-04098-Primary-Tumor,C3N-01849-Primary-Tumor,C3L-04083-Primary-Tumor,C3L-04339-Primary-Tumor,C3N-03448-Primary-Tumor,C3L-04537-Primary-Tumor,C3N-03791-Primary-Tumor,C3N-03449-Primary-Tumor,C3N-03003-Primary-Tumor,C3N-03756-Primary-Tumor,C3L-02662-Primary-Tumor,C3L-04539-Primary-Tumor,C3N-04695-Primary-Tumor,C3N-03935-Primary-Tumor,C3L-04362-Primary-Tumor,C3L-04359-Primary-Tumor,C3L-04038-Primary-Tumor,C3L-04082-Primary-Tumor,C3N-04683-Primary-Tumor,C3L-04392-Primary-Tumor,C3L-05239-Primary-Tumor,C3L-01232-Primary-Tumor,C3N-03484-Primary-Tumor,C3L-04731-Primary-Tumor,C3L-04090-Primary-Tumor,C3N-02683-Primary-Tumor,C217710-Primary-Tumor,C3N-03446-Solid-Tissue-Normal,C3N-01365-Solid-Tissue-Normal,C1230738-Recurrent-Tumor,C1230738-Primary-Tumor,C3N-02286-Primary-Tumor,C217710-Recurrent-Tumor,C289419-Primary-Tumor,C289419-Recurrent-Tumor,C3L-04213-Primary-Tumor,C3N-04113-Primary-Tumor,C317832-Primary-Tumor,C3N-05991-Primary-Tumor,C234192-Primary-Tumor,ref2,C524103-Metastatic,C3L-04081-Primary-Tumor,C3N-04092-Primary-Tumor,C234192-Recurrent-Tumor,C317832-Recurrent-Tumor,C621273-Metastatic,C243048-Primary-Tumor,C219555-Recurrent-Tumor,C219555-Primary-Tumor,C3N-05114-Primary-Tumor,C621273-Additional-Metastatic,C3N-03792-Primary-Tumor,C3L-03385-Primary-Tumor,C229764-Primary-Tumor,C229764-Recurrent-Tumor,C2415597-Primary-Tumor,C3L-05481-Primary-Tumor,C3L-03372-Primary-Tumor,C283515-Recurrent-Tumor,C207624-Primary-Tumor,C3L-06625-Primary-Tumor,C283515-Primary-Tumor,C231855-Primary-Tumor,C207624-Recurrent-Tumor,C2415597-Recurrent-Tumor,C3N-03789-Primary-Tumor,C383391-Recurrent-Tumor,C224106-Recurrent-Tumor,C243909-Metastatic,C224106-Primary-Tumor,C3N-01197-Solid-Tissue-Normal,C243909-Additional-Metastatic,C3N-01191-Solid-Tissue-Normal,C3N-04687-Primary-Tumor,C383391-Primary-Tumor,C3N-04312-Primary-Tumor,C298152-Primary-Tumor,C464694-Primary-Tumor,C287328-Primary-Tumor,C287328-Recurrent-Tumor,C3L-07202-Primary-Tumor,C464694-Recurrent-Tumor,C298152-Recurrent-Tumor,C3L-07611-Primary-Tumor,C3N-03025-Primary-Tumor,C760878-Recurrent-Tumor,C760878-Primary-Tumor,C208854-Recurrent-Tumor,C3L-04085-Primary-Tumor,C3N-04693-Primary-Tumor,C208854-Primary-Tumor,C3N-02684-Solid-Tissue-Normal,C330255-Recurrent-Tumor,C330255-Primary-Tumor,C259161-Primary-Tumor,C827913-Recurrent-Tumor,C247230-Primary-Tumor,C3N-03026-Solid-Tissue-Normal,C827913-Recurrent-Tumor2,C224967-Additional-Metastatic,C3N-03452-Solid-Tissue-Normal,C224967-Metastatic,C247230-Recurrent-Tumor,C827913-Primary-Tumor,C3N-05135-Primary-Tumor,C204057-Recurrent-Tumor,C1245129-Primary-Tumor,C266664-Metastatic,C3L-04036-Primary-Tumor,C1245129-Recurrent-Tumor,C204057-Primary-Tumor,C266664-Additional-Metastatic,C3N-03450-Solid-Tissue-Normal,C685110-Additional-Metastatic,C3L-07213-Primary-Tumor,C761370-Recurrent-Tumor,C223491-Metastatic,C3N-03810-Primary-Tumor,C223491-Additional-Metastatic,C3N-02599-Primary-Tumor,C846363-Primary-Tumor,C761370-Primary-Tumor,C3N-03453-Primary-Tumor,C846363-Recurrent-Tumor,C3N-03797-Primary-Tumor
RNF20,1.031063397,1.465390995,1.953059961,1.879953597,1.433911179,2.221022895,1.494677816,1.987259191,1.58531035,1.157408478,1.348246711,1.475906719,1.331560849,2.095833232,1.489960514,1.775326383,2.840706754,1.834744508,1.235416418,1.51505685,1.284521963,2.023701401,1.838437404,2.262541828,1.73406499,2.440167036,1.91809963,0.859535946,1.444900206,1.718788086,1.332374583,1.255659567,1.328439105,1.627287983,1.328809998,1.147682175,2.716600746,2.997439642,2.083007848,1.469380601,1.928438516,1.084771039,1.379367598,1.900215199,0.964371087,1.671618537,1.656277775,2.204757903,3.024277705,1.790434874,1.281544856,1.214008411,1.014638878,0.849740819,3.358465283,0.871446189,0.595659132,1.113897511,1.459941679,2.034865684,1.685616699,0.566348599,2.034178793,0.564225658,1.080579602,1.2135335,0.899881662,1.814689751,1.265893023,1.876383857,1.420486892,0.753666491,1.187237425,0.288045419,1.223395647,2.265579944,1.400834417,1.612944359,2.346560067,1.302754419,1.068714431,1.243051775,2.518669352,1.049414088,1.883051906,1.454290064,1.356603961,1.52210009,1.162587284,1.572314605,0.588087832,1.127950489,0.493836022,3.215953328,1.639457278,0.973090068,0.28997336,0.87095306,1.167665712,1.290351775,1.620944352,1.426280552,0.989465991,2.167603464,1.196921709,3.326880128,0.326102129,1.158176302,1.190110522,2.374224397,1.689066262,1.63767293,1.032872285,1.304037364,1.412919293,1.448891726,0.98267522,1.504158981,1.358069833,2.255253851,1.009322411,1.785042967,1.20883035,1.078757684,0.167693682,0.902397547,0.426015087,1.05862178,0.514245516,0.902701802,0.370147395,2.648391137,3.400293402,1.58259358,0.945427191,1.586274147,1.819830547,1.203963578,1.182678173,1.110068945,0.517655316,0.720895575,1.164197073,1.432767555,1.834290324,1.57826668,1.120496743,1.30049428,1.494074907,1.979218623
PDE4DIP,1.13760017,1.419562714,1.473912721,2.11683913,1.612240906,1.983837371,1.989787839,2.069032112,1.720891114,1.547166524,1.598957564,1.489739357,1.479743019,2.171987895,1.64938077,1.820905154,1.266604039,1.362469108,1.234826764,1.465973841,2.428402664,3.211235367,2.506543074,3.264916969,1.961548357,1.796744249,1.755314168,0.82645355,1.329274512,1.828951355,2.123448119,1.106848732,1.278595506,1.967093396,1.993901861,1.342013133,1.990946791,2.435800122,1.596344031,1.293884343,1.955576758,1.101358711,2.064048862,1.814859011,1.050725823,1.804203478,1.521026227,1.976513844,2.312009242,2.335865094,2.799930202,1.118806312,1.173168148,0.780560654,2.782759873,0.862150416,0.780346691,1.321010523,1.686193759,2.352142547,1.751460644,0.559212501,1.621510518,0.771926462,1.125338171,0.974568713,0.818813923,2.042717155,1.857286846,1.236657185,0.612303089,0.778110059,1.629202627,0.351087213,1.115526654,1.396766498,2.069057042,1.304263496,2.351673028,1.378359959,1.253578144,1.434738955,1.538967737,0.972939748,1.495701021,1.738476377,1.229486527,2.323474742,1.62021438,1.923349603,0.601012684,0.922427796,0.525679485,1.885167373,1.605245345,1.122518572,0.301200448,0.951212665,2.166874166,1.21747613,1.69807706,1.787518574,0.650151106,2.441529561,1.677477939,1.398050167,0.38118169,2.995731919,1.050451893,2.156623986,1.47327729,1.296770722,1.742420899,1.436572769,1.636391671,1.4106855,1.270018777,1.535768304,1.265797196,1.773504049,1.110684784,1.826940767,1.507728487,1.407799622,0.131085264,1.1347943,0.337104229,0.994053793,0.56182577,1.108356258,0.452358684,2.634317664,1.507468953,1.519178045,0.952996892,1.376066441,1.158989042,1.164886298,0.86771175,0.87947867,0.732529593,0.698433277,1.641764338,1.243055075,1.807659025,1.92674716,1.326756692,1.555164762,1.735721435,2.410521027
AGBL4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.805710904,2.282840998,5.479636277,0.639213056,0.731051391,0.482218706,0.590653991,0.482120871,0.637604,0.89047111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575031156,2.663995411,1.163784705,1.663497984,1.329287105,3.19775392,0.335303777,1.732944171,1.007107884,3.317380528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.831364937,1.511047108,1.725229657,0.916796157,1.439286954,0.536812075,4.293852869,1.064814384,0.514933242,0.40825249,4.171804497,1.157594846,5.102921712,2.104373794,0.253855171,3.691938164,0.446882009,2.861205569,1.032402937,0.867691482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CACHD1,1.330177982,0.924629706,1.091085776,2.235043725,1.473713956,1.722632237,2.29331461,1.790256262,4.311611486,1.688034239,2.490272951,1.611871846,1.748236785,1.43271749,1.448639349,1.945678956,2.371116878,1.538304043,0.840542757,2.561371782,1.675598099,2.505848581,1.870961982,1.370734448,1.53450535,1.619150889,2.504693223,0.666490321,1.088556029,2.599361998,1.542693419,0.525122973,0.796132464,1.374250836,1.248799241,1.096180736,1.612366202,1.65990463,1.057942977,0.837763819,2.979011915,1.14379738,3.510034866,2.016320405,0.978552939,1.362090432,2.484680582,1.857935695,2.800521646,2.879803843,3.34169326,1.177103661,1.457783562,0.712716744,1.302778191,1.041071399,1.111427621,1.222628615,1.380575816,2.402486508,0.853122364,0.358538941,2.877745733,0.903167125,1.098577456,0.485201984,0.847775976,1.894679138,2.700880687,2.311542726,0.285170016,0.835158295,4.211304202,0.342912578,1.355942127,1.109418858,1.358533236,1.274383937,1.705076514,1.433641005,0.995095633,1.246438659,1.676207381,0.493962991,1.048614839,0.848569664,0.757712981,4.157277868,2.077694215,1.383800592,0.638383998,0.547442971,0.585282746,0.550752352,2.727633261,0.821426778,0.249892237,1.023571175,1.136371855,2.246269772,2.487565913,1.25914655,0.971560372,1.566660818,1.629954521,0.958900378,0.388110717,3.491407728,0.891416331,2.059755868,2.211173113,2.038169694,2.814960888,1.719535713,1.698786188,1.563152103,1.197434747,1.353482596,1.212376161,0.901967726,1.831435634,2.700945785,2.320071605,2.079226716,0.128186335,1.968466436,0.270509951,0.649005607,0.399298918,2.034463496,0.771454522,1.668571055,0.74464646,1.248672795,1.238801403,4.263826529,1.381571589,1.895273528,0.622348549,2.113971138,0.739721246,0.767912879,1.343178762,0.745794233,1.863026719,1.724979218,1.282735416,1.59587355,3.453383598,2.315784514
ZNF318,1.167212489,1.316354109,1.807511369,2.259724515,1.351990248,2.436264175,1.553942163,2.029045697,1.825973036,1.281376771,1.214946865,1.580257215,1.150296949,2.921255945,1.585121385,2.148869638,3.673824475,2.394336371,1.23480207,1.599438807,1.319779841,2.818295313,2.104705628,3.158040058,2.402922694,2.261874902,2.156325851,0.976720695,1.608905341,1.811469816,1.452238931,1.550966681,1.890231205,1.796892527,1.770739818,1.413703976,3.547861717,3.478496441,2.106063528,1.534669976,2.254229614,1.462205207,1.233920629,1.958489857,1.09215751,1.815135158,1.849538312,2.411982256,2.874390442,1.92030929,1.475744999,0.893061814,0.944691752,0.675057839,3.771037749,1.138606046,0.686079655,1.340548133,1.848018766,1.991687789,2.113087746,0.59212795,1.729679986,0.510383693,1.024745114,1.33194218,0.728876943,2.035886208,0.939985276,1.921144906,1.838149243,0.749403539,1.418038191,0.331745085,1.270080293,2.649625407,2.000165728,1.518410008,2.720656172,1.51726818,1.23507702,1.311922899,2.559655604,0.791315894,1.174505424,1.635453097,1.502119581,1.762932706,1.052843073,1.922023922,0.827183791,1.016257328,0.455368397,2.840309343,1.888559181,1.09902224,0.430771275,0.748398138,1.212790477,1.282321221,1.675258785,1.708642732,0.866570803,2.998454923,1.519593563,2.638589247,0.342047848,1.254080826,1.230000236,2.31244227,2.188757215,1.577443905,0.849460583,1.321371715,1.812169342,1.363050598,1.022041522,1.638505145,1.413155792,1.999541794,0.964024971,2.692472118,1.231349552,1.132499761,0.222641937,0.993687667,0.671995734,0.988674949,1.239420137,0.972503323,0.228744896,4.295367262,1.532377195,1.857904774,0.818858444,1.748321545,1.493691802,0.910609192,2.203887503,0.977453979,0.390799099,0.753851381,1.095306099,1.421407167,1.96752017,1.884585776,1.178645256,1.466924296,1.352411042,1.986655702
FAM171A1,1.456483467,0.763978322,1.329421477,1.383103137,0.983620329,1.231334329,1.207526559,1.243892588,2.045445737,1.399871702,4.840013533,1.145877979,1.239729465,1.571301892,1.08632509,1.629136091,1.652534486,1.527024672,0.998894493,2.042714251,1.253030477,1.962777299,1.208995604,0.978566987,0.781856396,1.097022184,1.286908394,0.551777291,0.554426704,2.685738815,1.069758043,0.452247904,0.925712724,1.191841514,0.80696958,0.937132045,1.243045847,1.178601389,0.846964154,0.977211922,1.645721957,1.560681501,4.971730748,2.507565044,1.207503051,1.282347176,1.287096078,1.523048811,1.407195981,1.897331515,3.159458537,2.333134398,3.487748115,1.374331332,1.441335449,0.626398084,1.044583129,0.686008067,0.816897904,3.135962089,0.736642364,0.294628364,3.47585837,0.660953976,1.158230946,0.479705334,0.689835369,1.367544464,2.442156199,0.999407019,0.236139431,1.836271008,2.427371741,0.292127844,0.74620802,1.927429669,0.773813073,0.821493703,0.832960275,0.766213277,2.524536119,0.708593423,1.112358845,0.458103426,1.14293768,0.722222521,0.854543698,1.84869875,2.982952708,1.648721012,0.816389521,0.592672742,1.267119877,0.87288633,1.02500988,2.680515246,0.171340982,2.67380744,1.535560944,3.071801848,1.081011527,0.929549247,1.040311921,1.626220201,1.617187487,1.303187522,0.348637315,2.086353654,0.919919104,2.197120805,2.142707193,2.507580173,2.873718318,1.920377432,1.386977364,1.069956025,3.883763977,1.055883771,0.833779972,0.755915843,3.153890546,1.999635139,4.196639044,1.880794305,0.261394988,3.549195269,0.281300749,0.969800998,0.432105849,0.861261511,0.695433318,1.699186829,0.960941304,0.932548951,1.610306159,1.805058221,1.994498463,3.712077272,0.684843098,1.20257203,1.47584521,1.23144325,1.047370999,0.778518524,0.904144944,0.664620982,0.961506928,0.721175429,1.672949325,0.761907803
DIPK1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.356492059,2.53904948,1.932336453,2.685228682,1.596334985,3.531730303,1.28102484,0.762976865,0.929990714,1.39655597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.680651917,1.551593716,1.850625254,0.970414861,3.39649344,1.011215703,0.808962623,1.084142003,1.833541632,1.70401094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.294763897,1.667455905,1.026853626,1.503824508,1.079061702,2.006966893,1.214244252,2.017187239,0.810794707,0.921704027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C1orf53,1.946379593,2.124504431,1.420586415,2.291818609,1.780354964,2.344178296,2.341259444,1.890899192,2.403552577,1.341067108,1.67237967,1.495760119,1.752711274,1.894597615,1.624942105,1.390804309,2.204957405,1.932114655,1.308681049,1.353176067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.518971607,0.721848065,0.797603893,1.858090494,2.625306703,1.781727263,1.968218941,1.081866317,1.21221075,1.159980006,2.353044379,1.013969345,1.53903825,1.997489052,1.538987548,2.077511705,1.655509866,2.400797422,1.899415269,2.43558366,1.890973821,1.54806851,1.572244377,0.791215992,1.777869766,0.614862416,0.866755257,2.254440033,1.124292174,1.195155079,1.122487104,0.478565892,0.44317148,1.124391504,0.682944713,0.395833988,0.214959876,1.526989036,3.45821809,3.33729464,2.186545511,0.408712914,2.256637079,0.40653187,0.789224442,1.690660344,1.593351723,1.80050639,5.052088784,2.132922664,2.691838782,1.350348218,1.570494505,0.726341121,NA,3.352276666,0.856638254,6.971685425,2.516736393,4.718560195,NA,0.456518703,1.25977894,4.77328324,1.917478088,2.027636997,1.702012475,1.334845612,0.506926453,2.025071293,1.253119712,1.196868606,1.133882854,1.863294676,3.641597839,1.604125134,0.702858738,2.78627489,0.559068074,2.833274738,2.242884653,1.775461257,10.39160499,0.772114368,1.303007263,2.219913669,2.047205298,1.173149748,1.299054269,4.957645589,2.358373591,5.148466573,2.292389133,3.093949954,NA,2.617249476,1.572077475,0.561213516,1.466802541,2.347851561,0.614825268,1.67047205,0.313131474,2.970271599,1.097761661,0.927085183,1.025327184,1.370581263,0.719672379,2.598414539,0.505276362,0.519156939,2.09857108,1.254764935,2.493240914,1.654658255,0.736239615,1.649461484,2.084752564,3.044671026
SFMBT2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.499706451,1.688065576,3.099192817,1.697381038,1.806657925,1.637144897,2.603462651,2.6483317,2.120127145,2.142199663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.585438891,1.50083385,1.458157597,1.59210167,1.328213198,2.005078956,1.823151063,1.613194638,1.551266024,1.817873627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.874031836,0.812974239,1.663103631,0.814450882,1.009646637,0.932016359,0.669474602,1.285114198,0.976501099,1.115987873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.781515378,1.411107983,0.871171407,1.030817795,0.678434589,1.907935313,0.129214031,0.766931484,0.567400202,0.903707594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263580937,0.680292041,1.183718452,1.721385662,2.751423006,1.725308638,1.515784147,1.933437225,1.608561969,2.395607061
LRCH2,1.003966262,1.080568928,1.579793183,2.085205596,1.55920607,2.019537864,1.509178979,1.687052459,2.067073613,1.135772301,1.365555646,1.732710195,1.467652489,2.853437709,1.553617232,1.757098803,2.317629004,1.411882064,1.0750494,1.653730497,1.850202472,2.5314793,2.312968233,1.996810475,1.499584636,2.02123882,1.704473348,0.989659391,1.456502126,1.688316489,1.466954085,1.061471766,1.547698414,2.415968606,1.45513806,1.544801724,1.968584664,3.44848011,1.537374266,1.641918819,1.591063568,1.090654996,1.605884428,2.052485472,1.334647869,1.758783569,1.671212684,2.025414827,1.802106994,1.718726147,1.652670628,0.775774276,1.351065977,0.981282168,4.998467042,0.727969735,0.663195355,1.528343139,1.558206419,1.677888791,1.338136039,0.480533166,1.87352779,0.604075123,1.225547503,0.607811846,1.100779301,1.778324163,1.150248887,1.481497847,0.390259507,0.651808412,1.372925272,0.357815653,1.49159483,1.015847088,1.158938844,1.500731967,4.047774784,1.518779731,1.603636336,1.573143492,2.444035796,0.992326125,1.478715553,1.280222325,1.015962116,1.27575296,0.992151557,2.194451518,1.035063359,0.906467265,0.766656344,0.91936264,1.1245286,1.209254859,0.161110921,1.001984103,0.990340781,1.450938465,1.929542901,1.775234618,0.59279491,2.601846597,1.60718848,2.637578579,0.370734493,1.802850971,1.479090503,2.07890579,1.674221945,1.398423727,1.568735934,1.374913329,1.855692375,1.403376527,1.212695853,1.214131967,1.020313509,1.496338597,1.098480602,1.775863904,1.507596285,1.265892805,0.102483994,1.097658817,0.255786118,1.001703266,0.525543987,1.074505101,0.295256918,4.881873836,0.849076239,1.545959598,1.126951466,1.470241843,0.916290316,1.246454435,0.610772227,1.460460849,0.519372408,0.453819901,1.343503395,0.564143064,1.531463029,1.367184258,1.075554057,1.470816285,1.044321603,1.327945812
EFCAB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.176683181,1.406864618,1.265776348,0.547270197,1.402803209,0.921456437,0.661871655,1.551459971,1.829971968,1.697282254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.500891966,0.763296863,1.561184314,0.693101073,1.216536218,1.346205097,1.337760845,1.147835229,2.784286278,1.251242342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SDHAF4,0.789666321,1.05989684,0.909583573,1.784506192,0.732152216,1.437699028,1.051936681,1.376594476,1.522670359,1.350265456,3.055584304,1.287498149,1.330737858,1.680797384,2.003696561,1.39600373,1.676921915,1.137814132,1.842171576,1.373294846,1.10525697,2.501251313,2.226119644,1.187826623,0.892435539,0.922144727,1.305660706,0.703123762,1.00166599,1.797097763,1.032192311,0.897988543,0.768580984,1.074899743,1.836083694,1.253423215,1.318295038,1.33908637,0.837431386,1.122419448,1.889449497,1.057335,2.323285893,1.740708855,0.946587766,1.393925187,1.346085956,1.446872878,1.659454024,1.462283573,2.412398911,1.623511265,2.948839642,0.698852721,1.745683464,0.893496205,0.66457088,0.566659336,0.712224371,1.598942468,0.558458904,0.566932625,3.401740549,0.779623175,1.422002825,0.640390736,0.713347261,1.814124964,1.836832695,1.727480905,0.685085919,1.003029282,1.566851765,0.386203316,1.042944495,1.763011901,1.557419257,0.980534147,2.613934595,1.188881254,1.343477467,1.187275859,0.726475896,1.042950444,0.787339689,1.463870623,1.072351716,1.876080363,1.864099181,1.150931256,0.597830793,0.706375767,0.747535053,2.761840545,1.304022093,2.050759262,0.233870217,1.172327675,1.984745538,2.154896922,0.866052366,0.738691673,0.776514471,1.586108156,2.339449492,1.15225965,1.190170996,1.272733777,0.626096552,1.900974361,1.481113352,1.431214078,1.722083866,1.059533224,2.105558417,0.796937291,2.095047544,1.164076788,1.275028102,1.77413049,2.61432974,1.392638942,3.411925851,1.997463198,0.15018059,2.863551931,0.223586771,0.634947282,0.35526252,0.693237794,0.705881042,1.750608473,0.882273109,1.263285,1.975264355,2.190845751,1.208520937,2.129765803,0.865554106,0.913064808,1.194560736,1.230361697,1.406933414,1.304655191,1.456972584,0.829867369,1.609354538,1.020459192,0.997718123,1.470823415
OTUD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.811541042,1.684855232,1.908649633,1.880622602,2.396771045,1.592012049,1.121666767,1.419374152,1.171373441,2.022875896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.461106696,0.701241669,1.327495638,2.56408349,1.490653736,1.583170784,1.695672301,1.348925449,1.304882104,1.15872098,1.72735501,1.135798833,1.802949722,1.834288859,0.97001912,1.207516421,1.450637292,1.625066236,1.646775454,1.57921566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.517333755,0.58268491,3.088475171,0.777047728,2.193323889,0.874882063,1.588153914,1.736023862,2.382481617,1.675481314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.748397977,1.546241139,2.203381352,2.232245972,1.141975422,1.107925251,1.786775986,1.694083577,1.374100582,1.429191534,0.647384414,0.894842937,0.73945145,1.137308932,1.755268583,0.911332757,1.073882922,0.630049196,2.719434373,0.995031344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.533810858,1.475295198,1.115619312,0.801544603,1.228591377,2.242260699,1.207155465,1.354960038,1.664997836,1.873676249,1.172031775,1.253946764,1.617938179,1.232522126,0.16252312,1.217572839,0.989206711,0.871931523,0.874273413,0.978601379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARHGEF16,2.415950916,2.573420864,2.570002687,4.47131052,2.581280786,3.309484609,4.351045882,2.512822803,1.033522399,2.741913932,2.210362453,1.419882787,1.178520339,10.54118239,1.836601986,1.60466974,1.677225349,1.34883227,0.98771166,2.009595857,1.767449394,0.978162462,1.29886574,1.115499968,3.913643713,1.635163632,2.893476652,1.779600252,2.150716177,1.23958133,0.707002952,1.171362976,0.745735,1.032047086,1.004758697,0.874882199,1.100785169,1.209883116,0.820997124,1.147840866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.405723657,0.802169058,1.709394726,0.669091382,1.253869968,6.164934298,1.587364288,1.730981075,1.122326953,1.145857038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.942070329,0.947491411,0.758392209,4.191701624,1.048433581,1.965644621,1.803195348,1.201314379,1.410553313,2.031614249,0.8828193,1.217726265,0.961452284,0.885370498,1.461048286,0.947598453,1.016980219,1.146838449,0.91702059,1.604905023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.547327406,2.850816355,16.80492793,1.981467169,1.725091797,2.021857338,5.383933609,1.533821865,1.70266749,0.875326865,0.715934353,2.516532768,1.861441691,7.743742474,1.829579139,1.904698372,1.275414174,2.166082012,3.269487744,2.465270109
