gene_name,C3N-03796-Primary-Tumor,C3N-03757-Primary-Tumor,C3L-03735-Primary-Tumor,C3L-03733-Primary-Tumor-Disqualified,C3N-02682-Primary-Tumor,C3N-04097-Primary-Tumor,C3N-02681-Primary-Tumor,C3L-02644-Primary-Tumor,C3L-03740-Primary-Tumor,C3N-03755-Primary-Tumor,C3N-03452-Primary-Tumor,C3N-04686-Primary-Tumor,C3N-03939-Primary-Tumor,C3N-03802-Primary-Tumor,C3N-04094-Primary-Tumor,C3N-04100-Primary-Tumor,C3L-04795-Primary-Tumor,C3N-03001-Primary-Tumor,C3N-04691-Primary-Tumor,C3N-02259-Primary-Tumor,C3N-03800-Primary-Tumor,C3N-05039-Primary-Tumor,C3N-03480-Primary-Tumor,C3N-04113-Primary-Tumor-Disqualified,C3N-04098-Primary-Tumor,C3N-01849-Primary-Tumor,C3L-04083-Primary-Tumor,C3L-04339-Primary-Tumor,C3N-03448-Primary-Tumor,C3L-04537-Primary-Tumor,C3N-03791-Primary-Tumor,C3N-03449-Primary-Tumor,C3N-03003-Primary-Tumor,C3N-03756-Primary-Tumor,C3L-02662-Primary-Tumor,C3L-04539-Primary-Tumor,C3N-04695-Primary-Tumor,C3N-03935-Primary-Tumor,C3L-04362-Primary-Tumor,C3L-04359-Primary-Tumor,C3L-04038-Primary-Tumor,C3L-04082-Primary-Tumor,C3N-04683-Primary-Tumor,C3L-04392-Primary-Tumor,C3L-05239-Primary-Tumor,C3L-01232-Primary-Tumor,C3N-03484-Primary-Tumor,C3L-04731-Primary-Tumor,C3L-04090-Primary-Tumor,C3N-02683-Primary-Tumor,C217710-Primary-Tumor,C3N-03446-Solid-Tissue-Normal,C3N-01365-Solid-Tissue-Normal,C1230738-Recurrent-Tumor,C1230738-Primary-Tumor,C3N-02286-Primary-Tumor,C217710-Recurrent-Tumor,C289419-Primary-Tumor,C289419-Recurrent-Tumor,C3L-04213-Primary-Tumor,C3N-04113-Primary-Tumor,C317832-Primary-Tumor,C3N-05991-Primary-Tumor,C234192-Primary-Tumor,ref2,C524103-Metastatic,C3L-04081-Primary-Tumor,C3N-04092-Primary-Tumor,C234192-Recurrent-Tumor,C317832-Recurrent-Tumor,C621273-Metastatic,C243048-Primary-Tumor,C219555-Recurrent-Tumor,C219555-Primary-Tumor,C3N-05114-Primary-Tumor,C621273-Additional-Metastatic,C3N-03792-Primary-Tumor,C3L-03385-Primary-Tumor,C229764-Primary-Tumor,C229764-Recurrent-Tumor,C2415597-Primary-Tumor,C3L-05481-Primary-Tumor,C3L-03372-Primary-Tumor,C283515-Recurrent-Tumor,C207624-Primary-Tumor,C3L-06625-Primary-Tumor,C283515-Primary-Tumor,C231855-Primary-Tumor,C207624-Recurrent-Tumor,C2415597-Recurrent-Tumor,C3N-03789-Primary-Tumor,C383391-Recurrent-Tumor,C224106-Recurrent-Tumor,C243909-Metastatic,C224106-Primary-Tumor,C3N-01197-Solid-Tissue-Normal,C243909-Additional-Metastatic,C3N-01191-Solid-Tissue-Normal,C3N-04687-Primary-Tumor,C383391-Primary-Tumor,C3N-04312-Primary-Tumor,C298152-Primary-Tumor,C464694-Primary-Tumor,C287328-Primary-Tumor,C287328-Recurrent-Tumor,C3L-07202-Primary-Tumor,C464694-Recurrent-Tumor,C298152-Recurrent-Tumor,C3L-07611-Primary-Tumor,C3N-03025-Primary-Tumor,C760878-Recurrent-Tumor,C760878-Primary-Tumor,C208854-Recurrent-Tumor,C3L-04085-Primary-Tumor,C3N-04693-Primary-Tumor,C208854-Primary-Tumor,C3N-02684-Solid-Tissue-Normal,C330255-Recurrent-Tumor,C330255-Primary-Tumor,C259161-Primary-Tumor,C827913-Recurrent-Tumor,C247230-Primary-Tumor,C3N-03026-Solid-Tissue-Normal,C827913-Recurrent-Tumor2,C224967-Additional-Metastatic,C3N-03452-Solid-Tissue-Normal,C224967-Metastatic,C247230-Recurrent-Tumor,C827913-Primary-Tumor,C3N-05135-Primary-Tumor,C204057-Recurrent-Tumor,C1245129-Primary-Tumor,C266664-Metastatic,C3L-04036-Primary-Tumor,C1245129-Recurrent-Tumor,C204057-Primary-Tumor,C266664-Additional-Metastatic,C3N-03450-Solid-Tissue-Normal,C685110-Additional-Metastatic,C3L-07213-Primary-Tumor,C761370-Recurrent-Tumor,C223491-Metastatic,C3N-03810-Primary-Tumor,C223491-Additional-Metastatic,C3N-02599-Primary-Tumor,C846363-Primary-Tumor,C761370-Primary-Tumor,C3N-03453-Primary-Tumor,C846363-Recurrent-Tumor,C3N-03797-Primary-Tumor
IGLV3-9,0.989453068,1.411568457,2.480859314,1.427431782,1.358792046,1.656783213,1.730396558,1.677897038,1.311222913,2.613856587,1.390352274,1.460435707,2.348135012,1.028227589,2.561659232,1.476084016,1.860212478,1.205246642,7.785107645,1.848722025,0.771534378,2.077337733,0.988836931,1.931314023,1.520180259,1.833786998,1.366686914,6.566499271,2.540917096,2.331830189,1.70528391,1.189471353,3.963656201,1.83163717,1.739604016,1.696754562,1.671124672,1.9167236,1.922513815,1.073881721,0.969822839,1.849596088,0.712892863,3.77900317,1.160196127,1.79235344,1.112193629,1.112411558,1.258181422,1.935156887,0.356615523,0.92712293,0.43970992,1.344315556,1.598405763,1.228713715,0.361760712,0.937475361,3.279131636,1.649154665,0.946483031,0.361322032,1.283619921,0.739254982,1.003826568,1.352490767,0.746523445,1.995769302,0.934524446,1.139654511,0.50702069,0.272636762,0.583466562,0.36872599,1.553167231,1.887118465,2.162204719,4.614116165,0.90016835,1.007518241,1.628014608,0.594945557,1.358583357,0.412864154,1.22893591,0.629509831,0.417802898,0.393549383,0.489750081,1.560425512,1.777226279,0.977145476,0.281581122,1.730773446,0.455991266,0.786495547,0.521876262,1.305369516,1.196202656,0.251201856,2.803241383,1.624666687,0.406731832,1.391311896,0.496253927,1.593956202,0.683702404,1.325894561,1.230162902,1.418508494,1.032420622,1.226925592,0.363275814,1.708371954,0.651881682,1.471542998,0.444311562,1.226608832,1.52470531,1.071754091,0.847429853,1.749956627,0.60688109,1.095569549,0.271169978,1.114312512,0.891804055,1.43745905,0.310530525,1.930662931,0.17924733,2.11430973,1.491866855,2.97199305,1.973891735,1.2486105,1.976917858,0.96778473,0.726345624,2.417408979,0.189091304,0.457252148,1.788329494,0.541949064,2.318098715,0.697229286,0.54532811,2.456704642,0.367579996,2.529941796
IGLV4-3,1.018380455,3.876589616,2.262226332,2.090224037,1.472826053,1.83797642,1.603791648,3.891443766,1.371339755,2.440807353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.981933601,1.174484077,0.448905203,1.384980868,0.797303306,1.352251101,0.362960921,1.00521341,1.429277354,1.916039354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172099928,1.240003565,0.670834808,3.201234519,1.046928287,1.83078531,1.018609945,1.382873734,0.967628164,1.031451681,0.599209057,0.705854329,3.22822184,0.860128418,1.430542164,1.187867563,0.905741694,1.289833991,0.891814034,1.019966784
IGHV3-64,1.936660113,1.352341763,1.411431609,1.137844938,0.950807856,1.127049308,1.478239182,1.252248632,0.813944452,1.967756926,1.066147075,1.358055769,3.708584736,1.528173533,3.91253079,1.645333198,1.498803191,1.408840996,3.598759366,1.244930913,1.737054407,2.530325725,1.567257944,2.105766474,1.814831185,1.583176932,1.921795031,3.448866618,2.834402447,2.23132754,1.233230215,1.917834819,1.986560382,1.407298111,1.445103842,1.265568634,1.51834324,2.417081314,1.070275818,1.158208154,1.356189878,1.712214631,1.144363376,2.854049417,1.754892877,2.164594137,1.712961775,1.720071467,1.336242884,1.705219072,0.310887908,0.37479011,0.561324113,0.356373665,1.066788472,0.905703567,0.279154706,0.720160988,2.207569251,1.247558827,1.621658579,0.499151594,1.076601011,0.358070361,1.044896428,0.577454855,0.478758694,1.553412663,0.409358125,1.30036609,0.540206415,0.499817934,0.6644585,0.483865369,1.951186142,1.734671586,1.509548078,3.264057335,1.286273562,1.247583745,1.083615314,0.615586698,1.246199743,0.456318143,0.970757949,0.70120413,0.700741071,0.397777298,0.425123515,1.119212512,1.434135002,0.502540301,0.306425648,1.315323516,0.608361601,1.101099749,0.580304328,1.408090018,8.449814943,0.788117612,1.666804626,1.018238389,0.461020814,1.070811407,0.749558804,1.228883173,0.653820826,1.041041617,1.645046033,2.368562132,0.468437049,0.806217086,0.487506539,1.654020399,1.587367404,1.618682815,0.459649956,1.242484501,1.514117964,1.752129241,0.78612327,0.787244426,1.070886505,0.756850456,0.22470831,0.52124934,0.484646849,1.071657886,0.215234157,3.01836915,0.207431974,0.928918625,0.723451505,2.553268435,0.879535525,1.085573935,0.810664075,1.614193524,0.684879586,2.235683093,0.681429324,0.466284907,2.094907127,0.488052321,1.219341013,0.609530951,1.088629981,3.552030886,0.412106604,1.702330754
IGHV4-4,0.682302439,1.188797527,1.61978209,1.533450173,1.074371665,1.260539002,1.588654103,1.557727991,1.271829332,1.319375309,1.116274886,1.682518227,3.388384754,1.291742035,1.15029918,0.908586451,1.996462866,1.927633434,5.097176931,1.62083696,1.338927678,0.826942628,1.379495205,0.876687232,2.398713345,2.301066213,2.342220943,6.424218755,2.57135135,2.830538373,0.840998568,2.101851892,1.202796483,1.480295754,0.814488797,1.425198842,1.339878385,3.199368992,1.360764254,1.325467173,1.492001121,1.213774515,1.120022166,2.680370299,0.870635473,1.29609258,1.469881433,1.317499031,1.368840186,1.742228862,0.328318474,0.528511372,0.391911345,0.890037071,0.709003548,1.01878115,0.175979671,0.415839981,0.468482955,0.587202705,1.14370479,0.522428626,0.580323557,0.307617367,0.990719781,0.978158169,1.253674678,1.450959742,0.28423285,2.587329382,0.412708619,0.664866937,1.18298538,0.825260285,1.672188013,1.000823535,2.293101419,1.853423494,1.124082227,0.881798557,1.342221591,1.650593589,0.981192737,0.317684659,0.371681344,0.992301407,0.349270756,0.433976699,0.185862946,1.349811946,1.419320791,0.555955854,1.187834492,1.5941834,1.062014637,1.033955158,0.272660412,0.644966388,1.462471645,0.666825048,1.644380882,1.694667665,1.514021992,1.543592974,0.851116891,1.142593592,2.429258462,1.335402958,4.195495221,1.248278557,0.454310949,0.726296686,0.331245817,0.734851566,0.314752711,0.870158881,0.965314191,1.379165473,0.894038782,1.28931441,0.714460615,1.732534775,0.456136438,0.828289905,0.560035509,0.393187949,3.310200082,1.495793526,0.260682516,0.407129677,0.192440439,2.156367001,1.016728047,1.81774978,1.959269384,1.112473968,1.601472568,1.675922516,0.544582026,0.341544833,0.237126726,0.55178862,1.395300838,0.517727801,0.424079468,0.297187568,0.290161568,2.210733532,0.163826755,0.832749579
IGKV2D-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.384740607,1.532311166,3.716170343,2.832034189,2.645539126,1.911521596,2.047715843,1.5369383,4.486558588,1.858635844,1.639119682,2.981311222,1.636031863,3.108598233,1.803457293,1.575290908,1.654163741,5.017579846,2.887926632,2.367795606,0.974854095,1.017399468,1.550071995,2.077726954,1.835907403,1.258734046,1.116427925,3.269293813,1.073606376,1.517798626,1.485617729,6.461942103,0.826178838,2.213544955,3.273057591,1.763072868,2.020384734,1.663974663,2.001341341,1.487090026,0.25271985,0.207642912,0.187412423,0.413497285,0.566551023,0.930361275,0.266645694,0.71156886,1.619269212,1.470513034,2.596368201,0.343590788,2.65385047,0.29058411,1.012589571,0.619908158,0.361611117,1.22915205,0.375957104,1.113733923,0.659888333,0.211106855,1.901212076,0.535580164,6.377618056,1.352148307,2.123112668,3.150370906,1.670689204,1.461297723,0.30782858,0.737453734,1.683065844,0.174571229,0.472425359,0.305409656,0.278553632,0.430264445,0.166032997,0.322614163,0.822858236,0.405638705,0.13487014,0.518835317,0.353085788,0.754695633,0.19842908,0.746136424,2.552308619,0.334548703,3.70458434,1.420815991,0.508908488,0.850219139,0.448987274,0.679751256,0.44514236,0.929833797,0.820600203,1.070100449,0.992649071,0.490780792,0.394922588,0.552368748,0.599421815,0.743012654,0.372770253,0.400821988,0.464919797,2.609001877,0.471580194,1.327521336,0.499958301,0.618189427,0.332330298,0.502616733,1.754233362,0.869133493,0.327114918,4.030503978,0.165919481,4.471552046,0.770602997,6.110013577,4.676029847,2.289444467,1.024445748,0.953152423,0.246203006,1.353558094,0.175362717,0.337422699,3.013007908,0.499741661,1.851203797,0.594832764,0.477873012,1.459081922,0.292380385,1.296683581
IGKV2D-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.363165028,1.896046148,1.414496,1.441644679,0.99779496,0.926447948,1.251319825,1.784469094,1.627869143,1.088572159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.102741261,0.360417708,1.672924863,0.415963663,1.056529052,1.387894905,0.737980834,1.822235192,1.158139349,1.125395868,0.385516663,0.602908991,0.872049311,0.360316223,4.502351307,1.477019043,2.116800147,2.085322346,1.247132396,0.799120117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.154084553,1.053888555,0.897160418,0.877682844,0.798677829,0.801664663,0.364807519,0.843269815,0.875974479,0.923531775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.251095097,1.143543926,1.022969837,1.111865318,1.199955765,0.975915041,1.048477534,1.304242476,1.267342613,1.170984995,0.215625621,1.461930216,0.753731603,1.395698095,1.165915767,1.54430851,0.960725467,1.554509165,0.416470988,7.17785143,0.518204948,0.258372888,0.893941892,0.433069364,2.875098318,2.162864491,0.942378032,1.705762695,1.398198451,2.363712906
IGKV1-37,1.047482779,1.568661729,2.188897962,1.417552248,1.735074416,2.190069748,2.004647697,2.026652032,1.81246828,1.857302155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.346708369,1.854153221,1.60818762,1.882290601,1.084904128,1.566965575,1.138003804,1.466243869,1.459131279,1.386432775,2.132083394,1.735896465,1.531073414,1.792581986,2.537021073,1.325052637,2.065056931,5.06630289,1.960594199,1.660793892,3.693830616,3.859981466,0.685300581,1.623181851,1.397751208,1.82575618,1.398359022,1.348754913,0.818780016,1.207396632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.387272329,0.482447599,1.121108628,0.624570679,1.617215926,1.306715471,1.564635079,1.503700538,1.496448405,1.132937894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999647606,1.063508006,0.479597789,0.93424205,0.497887474,1.137102212,0.862015145,0.556358835,2.977216861,1.000153059,1.474599549,1.097577503,1.129399738,1.895309455,1.506097589,1.592545177,1.178125891,2.218522968,1.276399037,1.556073999,1.449574145,1.642259728,1.75736714,1.546515102,0.440965774,1.284435525,0.866726378,0.778142102,0.439872039,1.814682197,0.504091324,1.243506102,2.084469578,2.324622745,1.07955907,2.060355216,1.266486715,1.330243671,0.645419901,0.880799566,0.38120752,0.300641821,2.887886458,0.459660673,1.353624206,0.546089749,0.915931581,1.860584896,0.334437291,1.842939813
PPIAL4H,1.482365449,2.546126524,1.275900022,1.932093497,2.492754659,2.907042109,1.78559353,2.048439441,2.007548155,1.73144019,2.013487141,2.51104617,1.854542918,2.818824145,1.499356965,2.069931032,2.183772527,3.204053594,1.594220941,2.704396663,1.523530989,2.218677399,2.149613454,3.204207201,1.850812733,2.208866141,2.117173551,1.249514109,1.930604932,2.31060953,1.785514171,1.01855733,0.774026011,1.846232622,1.278117378,1.389184114,3.022834397,2.567196444,2.461318089,0.700137707,1.578077868,1.390336532,1.525127904,1.920061639,1.172342614,1.754900748,1.743060005,1.794705626,2.295957928,1.802751807,1.559187441,1.510582367,1.495740082,1.186969714,2.282168391,0.855954286,0.760123892,0.924985836,1.81512243,1.984710749,2.558840599,0.560859063,2.051759678,0.663843955,1.057265393,0.634715658,1.128992961,2.641159745,1.854359691,2.621523056,0.79663425,0.597611097,1.294594163,0.246669692,1.087840825,1.613725759,2.363088514,1.615197474,2.523370497,1.914554275,1.616267096,2.128874661,2.274430611,1.184647415,0.67757134,2.161220435,1.389026505,1.997789907,2.148804233,2.542404578,0.764352447,0.736670121,0.952216396,1.733850821,1.968320281,1.755803828,0.504083838,1.549862698,1.376819544,2.8701918,1.544587518,1.244770804,0.600026778,2.497678656,1.784248254,1.797047571,0.62857029,1.692933528,0.825601764,2.03562457,2.442887787,2.455052762,1.511091853,1.268761766,1.342556927,1.588882167,1.636475527,1.526979571,1.339878752,2.727836292,1.424598355,2.435144494,1.940789677,1.63659977,0.278333893,1.377929751,0.256685612,0.674417648,0.530599227,0.996032517,0.567135781,2.701606443,0.940018275,1.4756963,1.404035668,1.316248963,1.137223498,1.618314256,0.620937901,0.925650349,0.435768988,0.762215241,1.686126844,1.266784504,2.121919143,2.28148411,0.865225118,1.721930264,1.537264976,1.550386634
IGHV4-30-2,1.476367984,1.254477121,2.713027525,0.703332209,0.743708364,0.923748557,0.949675793,1.503849098,0.903182929,2.202293213,1.233694035,1.374514959,1.795362533,1.267368579,2.717758851,1.43719685,1.541587189,1.567348762,3.771666056,1.773555728,1.355324839,1.922645062,1.832751771,1.811960198,2.319967719,1.905269817,1.796389095,6.634075082,5.298865499,2.384263022,1.008012005,0.984224107,1.4630816,0.850565997,2.115693733,1.12888553,0.521840777,1.449497485,0.717136668,1.052408561,1.763424906,3.834871982,0.838697639,1.843801799,1.421426715,0.762403773,1.098901408,1.347473456,1.419679489,0.927099426,0.182062695,0.389031072,0.336622724,1.758936636,1.482058747,2.302504497,0.228406044,0.864659768,1.401837374,1.87684432,0.479047074,0.630063854,1.41840313,0.453857113,1.121796533,1.077216212,0.945931634,1.759356783,0.37018247,1.272179792,0.486525588,0.216895308,0.538716953,0.294372316,2.195036876,2.146092509,2.96554405,4.224313796,0.61017836,0.60511083,0.809751312,1.504364164,1.226921679,0.183130549,1.020868863,0.719554749,0.317830792,0.595382108,0.283777623,0.92235495,3.385933623,0.997555368,0.392361114,1.263105046,0.629920896,0.691558453,0.324088971,1.077471858,1.145852429,0.580644652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.003379086,1.982825597,0.372264152,1.542301035,0.715007995,1.215244966,0.588099186,0.846287325,2.501111134,1.123682125,0.639537896,1.552430367,0.894962023,0.879093129,0.320376667,0.406970154,1.621077157,1.635105443,0.27586986,1.838056542,0.278319264,2.052677451,0.865863968,2.895596842,2.685665489,1.524808341,1.187477359,1.362187631,0.552653247,1.244888048,0.733439017,0.499522615,1.092240235,0.617917977,1.047187704,1.227040351,1.029496236,11.82548338,0.866299508,1.484847807
IGKV3D-15,1.329037456,1.458462213,1.592160812,1.098734128,1.886239656,1.917635421,1.75603967,1.326258081,1.202110583,1.696711763,1.060504767,1.294874299,2.334068881,1.494204912,2.241707165,1.957270266,1.754295584,1.38619122,2.410305116,1.688848047,0.912464039,2.102915803,1.719607053,1.015430787,1.18865826,1.590520083,1.337557271,3.038901087,3.141642081,2.452754409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.929189742,3.648488266,0.544270248,2.544386155,3.03287766,2.165099936,1.776865788,1.801344432,1.367365414,1.804610129,0.461464527,15.1917345,0.610060228,0.693086711,1.392041645,1.634917368,0.192072902,1.316929345,2.3629302,2.414017912,1.190713103,0.521069979,2.44039629,0.44964436,1.200760008,1.211193216,2.62652289,1.774788693,1.00036732,1.606904542,0.31462048,0.290556164,0.747729991,0.565174968,1.60575355,1.605979947,1.794934282,5.579702173,0.852457158,1.064316092,0.867307726,1.037217107,1.949012298,0.251125246,1.741199096,0.396324304,0.386787238,0.371285269,0.341998121,0.696089356,2.868394119,1.903664567,0.317879395,1.248865637,0.775165917,0.891971091,0.561892268,1.89965528,1.26398113,0.42801337,1.308640594,1.060654623,0.271265731,1.612040479,0.692655918,1.020775253,0.345035362,0.677582532,1.18103653,1.695392741,0.749128435,0.578986209,0.662785042,1.703078471,1.124727904,1.665038622,0.58003525,1.580495408,1.860295582,1.397765931,0.383337332,1.487315452,0.993843395,0.674572944,1.106012789,0.66051515,3.167411875,1.478006112,0.325402891,2.177956536,0.321610146,1.765159221,0.917073795,3.166182868,1.37541654,1.048191304,1.920413585,1.359261445,0.912606369,1.367438271,0.609052147,0.553081531,2.292863573,0.719591401,1.675437991,1.025512175,1.02667089,2.151871544,0.996111147,2.739586338
IGKV1D-8,1.561544331,1.135878995,1.833769646,1.537042732,1.45053873,1.989555551,1.494522403,1.503161737,1.726688648,1.596810945,3.866283048,2.211168759,2.251948133,3.366635951,2.007237573,1.254271532,2.389572523,2.222218901,1.932686469,1.138877147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.225408852,0.996526555,0.386405749,0.581431227,2.270517533,0.933362143,0.947473825,0.712765119,1.09022102,1.770282453,1.340339685,0.360521993,1.492169525,0.761922123,1.474611353,1.655259128,2.218795332,1.982964973,1.615737963,1.385725463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.930781978,1.34759625,1.343368408,0.908034108,1.546359345,1.558325804,1.052225697,1.233535961,0.987733153,0.946493667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92839937,1.017246546,0.853765782,1.585945243,1.036568331,1.632197234,0.477218072,1.751500071,1.174708013,1.1240973,1.338446139,0.849809787,1.152527425,2.668366478,3.08674724,4.256415671,0.891202473,2.292841,1.478078671,1.903005445,1.090152421,1.274590634,1.615107734,1.715202219,0.547828591,1.250261993,0.546035174,2.03593253,0.720776428,1.513224144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.340553238,0.394989983,1.542528893,1.214200517,1.937341828,1.514998824,1.417946207,1.347079077,1.328920865,1.180739806
IGKV2-40,1.498496773,1.250153415,2.568786668,1.247990679,0.881565843,1.300577521,2.643719998,1.752701128,1.078895474,3.029434568,1.225085447,1.536968008,1.892696322,1.731692834,3.066304861,1.641478408,1.482672935,1.555198584,2.998973669,1.366361878,1.385318976,2.118261888,1.244479983,2.332919165,1.6706384,1.620646737,1.569561311,2.841664463,2.653270307,2.260862337,1.799190723,1.738141982,4.152189503,1.470394303,2.049883953,1.08217768,1.506872995,2.987492118,1.132933652,1.332795759,1.305082306,1.597707364,0.553064588,2.894490109,3.408802259,2.234909357,1.126941426,1.824816531,1.227064812,1.730897875,0.238236619,0.493653184,0.279249891,0.57012336,0.654323226,1.950103639,0.312397723,1.574993574,3.134871125,1.975636497,1.425317989,0.473603731,1.044712647,0.492036236,1.013012448,0.815592904,0.962312326,1.287768252,0.391245397,0.90267316,0.532731633,0.400191296,0.773888575,0.482263356,2.940064045,1.621313053,1.679920551,2.798300364,1.059414997,1.017273767,0.65764305,1.081210307,1.638342439,0.313122823,1.738999923,0.635367106,0.504682598,0.418542052,0.447318172,0.636847316,1.727781421,0.872462515,0.320919227,0.760854515,0.39656493,0.622698381,0.131921447,1.505432034,1.375358424,0.3425775,1.925597932,0.921659071,0.605999963,1.057508659,0.525527187,1.461691173,0.718954213,0.587918242,1.782136767,1.725107995,0.721187149,0.762130212,0.588319539,1.761893106,1.029192698,1.739647602,0.498118764,1.504457373,1.364749852,1.447225603,0.631403974,1.577045461,0.877333484,0.937638994,0.409388649,0.710086334,1.034327102,1.297873814,0.343035543,2.906738144,0.235715139,1.697681173,0.654175416,2.873032157,1.684732188,1.306059528,1.036970863,1.457435633,0.589561868,3.205291397,0.529397229,0.440281098,2.222789815,0.721455727,2.147684896,0.858234258,1.120914661,2.667560476,0.489051294,1.903147798
P3R3URF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.575598932,2.439511261,1.557740336,1.265891723,2.216197232,1.436254882,1.968163849,1.32564661,1.398801657,0.684059459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMIM26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26171338,3.245363655,1.970672238,2.437406691,1.656281567,1.616561089,2.381186644,0.43714028,0.794439744,1.397464618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.138398777,1.64924452,1.196645593,1.049848828,2.172012268,0.809800072,0.901348463,0.91927238,1.856551704,1.494812092,1.529394309,0.815146235,1.586079284,0.982156946,0.952741482,1.411017635,0.72702049,2.024175326,1.592152332,2.047888616,1.031642302,0.689773574,1.242239622,0.225733949,0.754402929,1.378164171,1.366595839,1.360537967,2.326394478,1.466192313,0.776982205,3.75852068,1.084291819,1.23221599,1.274826218,0.728773119,0.496443247,2.585027991,1.124263285,1.380474453,1.177343821,0.836186417,0.88197968,2.565343712,1.735799801,1.488464461,0.195891186,0.980567632,2.098889342,1.808638889,1.224348481,0.958264263,0.432524368,1.432708092,1.036401921,1.802187264,0.426939391,1.258968941,1.039560736,1.211407732,1.547920366,2.064905093,1.933951938,1.207610732,1.663031691,1.340789626,1.486264744,1.526486551,1.116826068,1.847910181,1.375469913,1.464993313,1.437417885,1.538935,0.550317157,1.822325627,0.803866119,1.151996217,0.644141595,1.596932389,0.462444237,2.748041676,2.259647494,1.54418347,1.253158567,2.455492971,1.757197793,1.52128821,1.605679579,1.072968095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
